pair_id,group_id,enzyme_class,enz_ac,sub_ac,enz_gene,sub_gene,enzyme_type,label,source,pmid
nan|P46934|P35968,nan|P46934,,P46934,P35968,NEDD4,KDR,HECT,1,UbiBrowser2,15060076
nan|P46934|P37231,nan|P46934,,P46934,P37231,NEDD4,PPARG,HECT,1,UbiBrowser2,23549616
nan|P46934|P37840,nan|P46934,,P46934,P37840,NEDD4,SNCA,HECT,1,UbiBrowser2,21953697
nan|P46934|P38936,nan|P46934,,P46934,P38936,NEDD4,CDKN1A,HECT,1,UbiBrowser2,31831018
nan|P46934|P42261,nan|P46934,,P46934,P42261,NEDD4,GRIA1,HECT,1,UbiBrowser2,21148011
nan|P46934|P42566,nan|P46934,,P46934,P42566,NEDD4,EPS15,HECT,1,UbiBrowser2,17013377
nan|P46934|P43005,nan|P46934,,P46934,P43005,NEDD4,SLC1A1,HECT,1,UbiBrowser2,18539596
nan|P46934|P43405,nan|P46934,,P46934,P43405,NEDD4,SYK,HECT,1,UbiBrowser2,11046148
nan|P46934|P46531,nan|P46934,,P46934,P46531,NEDD4,NOTCH1,HECT,1,UbiBrowser2,15620649
nan|P46934|P46934,nan|P46934,,P46934,P46934,NEDD4,NEDD4,HECT,1,UbiBrowser2,18772139
nan|P46934|P51168,nan|P46934,,P46934,P51168,NEDD4,SCNN1B,HECT,1,UbiBrowser2,19953087
nan|P46934|P51170,nan|P46934,,P46934,P51170,NEDD4,SCNN1G,HECT,1,UbiBrowser2,17013377
nan|P46934|P55036,nan|P46934,,P46934,P55036,NEDD4,PSMD4,HECT,1,UbiBrowser2,19240029
nan|P46934|P60484,nan|P46934,,P46934,P60484,NEDD4,PTEN,HECT,1,UbiBrowser2,18498243
nan|P46934|P68431,nan|P46934,,P46934,P68431,NEDD4,H3C1,HECT,1,UbiBrowser2,28300060
nan|P46934|P98170,nan|P46934,,P46934,P98170,NEDD4,XIAP,HECT,1,UbiBrowser2,31383789
nan|P46934|Q00987,nan|P46934,,P46934,Q00987,NEDD4,MDM2,HECT,1,UbiBrowser2,24413081
nan|P46934|Q01628,nan|P46934,,P46934,Q01628,NEDD4,IFITM3,HECT,1,UbiBrowser2,26263374
nan|P46934|Q01959,nan|P46934,,P46934,Q01959,NEDD4,SLC6A3,HECT,1,UbiBrowser2,20051513
nan|P46934|Q07912,nan|P46934,,P46934,Q07912,NEDD4,TNK2,HECT,1,UbiBrowser2,19144635
nan|P46934|Q13501,nan|P46934,,P46934,Q13501,NEDD4,SQSTM1,HECT,1,UbiBrowser2,29021346
nan|P46934|Q13571,nan|P46934,,P46934,Q13571,NEDD4,LAPTM5,HECT,1,UbiBrowser2,19953087
nan|P46934|Q14457,nan|P46934,,P46934,Q14457,NEDD4,BECN1,HECT,1,UbiBrowser2,21936852
nan|P46934|Q14524,nan|P46934,,P46934,Q14524,NEDD4,SCN5A,HECT,1,UbiBrowser2,15217910
nan|P46934|Q15012,nan|P46934,,P46934,Q15012,NEDD4,LAPTM4A,HECT,1,UbiBrowser2,34297722
nan|P46934|Q15303,nan|P46934,,P46934,Q15303,NEDD4,ERBB4,HECT,1,UbiBrowser2,19193720
nan|P46934|Q16655,nan|P46934,,P46934,Q16655,NEDD4,MLANA,HECT,1,UbiBrowser2,15703212
nan|P46934|Q2F514,nan|P46934,,P46934,Q2F514,NEDD4,X,HECT,1,UbiBrowser2,33767993
nan|P46934|Q2KJY2,nan|P46934,,P46934,Q2KJY2,NEDD4,KIF26B,HECT,1,UbiBrowser2,22768111
nan|P46934|Q4VCS5,nan|P46934,,P46934,Q4VCS5,NEDD4,AMOT,HECT,1,UbiBrowser2,22385262
nan|P46934|Q5MJ70,nan|P46934,,P46934,Q5MJ70,NEDD4,SPDYA,HECT,1,UbiBrowser2,19054764
nan|P46934|Q6PJG6,nan|P46934,,P46934,Q6PJG6,NEDD4,BRAT1,HECT,1,UbiBrowser2,22199232
nan|P46934|Q86Y01,nan|P46934,,P46934,Q86Y01,NEDD4,DTX1,HECT,1,UbiBrowser2,15620649
nan|P46934|Q8WUM4,nan|P46934,,P46934,Q8WUM4,NEDD4,PDCD6IP,HECT,1,UbiBrowser2,20519395
nan|P46934|Q92734,nan|P46934,,P46934,Q92734,NEDD4,TFG,HECT,1,UbiBrowser2,33176158
nan|P46934|Q969T9,nan|P46934,,P46934,Q969T9,NEDD4,WBP2,HECT,1,UbiBrowser2,26371805
nan|P46934|Q96BF3,nan|P46934,,P46934,Q96BF3,NEDD4,TMIGD2,HECT,1,UbiBrowser2,33962630
nan|P46934|Q96FV9,nan|P46934,,P46934,Q96FV9,NEDD4,THOC1,HECT,1,UbiBrowser2,23460917
nan|P46934|Q96GG9,nan|P46934,,P46934,Q96GG9,NEDD4,DCUN1D1,HECT,1,UbiBrowser2,21813641
nan|P46934|Q96NT3,nan|P46934,,P46934,Q96NT3,NEDD4,GUCD1,HECT,1,UbiBrowser2,24743017
nan|P46934|Q99755,nan|P46934,,P46934,Q99755,NEDD4,PIP5K1A,HECT,1,UbiBrowser2,29851245
nan|P46934|Q99816,nan|P46934,,P46934,Q99816,NEDD4,TSG101,HECT,1,UbiBrowser2,15126635
nan|P46934|Q9BSA4,nan|P46934,,P46934,Q9BSA4,NEDD4,TTYH2,HECT,1,UbiBrowser2,18577513
nan|P46934|Q9BT67,nan|P46934,,P46934,Q9BT67,NEDD4,NDFIP1,HECT,1,UbiBrowser2,20962770
nan|P46934|Q9BXB1,nan|P46934,,P46934,Q9BXB1,NEDD4,LGR4,HECT,1,UbiBrowser2,31867777
nan|P46934|Q9H4B6,nan|P46934,,P46934,Q9H4B6,NEDD4,SAV1,HECT,1,UbiBrowser2,25692647
nan|P46934|Q9HC16,nan|P46934,,P46934,Q9HC16,NEDD4,APOBEC3G,HECT,1,UbiBrowser2,15581898
nan|P46934|Q9NV92,nan|P46934,,P46934,Q9NV92,NEDD4,NDFIP2,HECT,1,UbiBrowser2,15252135
nan|P46934|Q9NYA4,nan|P46934,,P46934,Q9NYA4,NEDD4,MTMR4,HECT,1,UbiBrowser2,19125695
nan|P46934|Q9NZ52,nan|P46934,,P46934,Q9NZ52,NEDD4,GGA3,HECT,1,UbiBrowser2,17116753
nan|P46934|Q9UBF6,nan|P46934,,P46934,Q9UBF6,NEDD4,RNF7,HECT,1,UbiBrowser2,25216516
nan|P46934|Q9UHD2,nan|P46934,,P46934,Q9UHD2,NEDD4,TBK1,HECT,1,UbiBrowser2,34257412
nan|P46934|Q9UIH9,nan|P46934,,P46934,Q9UIH9,NEDD4,KLF15,HECT,1,UbiBrowser2,33687156
nan|P46934|Q9UJM3,nan|P46934,,P46934,Q9UJM3,NEDD4,ERRFI1,HECT,1,UbiBrowser2,27557663
nan|P46934|Q9UKG1,nan|P46934,,P46934,Q9UKG1,NEDD4,APPL1,HECT,1,UbiBrowser2,21320486
nan|P46934|Q9Y243,nan|P46934,,P46934,Q9Y243,NEDD4,AKT3,HECT,1,UbiBrowser2,23195959
nan|P46934|Q9Y3C5,nan|P46934,,P46934,Q9Y3C5,NEDD4,RNF11,HECT,1,UbiBrowser2,19953087
nan|P46934|Q9Y4G8,nan|P46934,,P46934,Q9Y4G8,NEDD4,RAPGEF2,HECT,1,UbiBrowser2,11598133
nan|P46934|Q9Y4H2,nan|P46934,,P46934,Q9Y4H2,NEDD4,IRS2,HECT,1,UbiBrowser2,28126338
nan|P46934|Q9Y5U5,nan|P46934,,P46934,Q9Y5U5,NEDD4,TNFRSF18,HECT,1,UbiBrowser2,31824170
nan|P48742|P53667,nan|P48742,,P48742,P53667,LHX1,LIMK1,Other,1,UbiBrowser2,22199232
nan|P49427|P10244,nan|P49427,,P49427,P10244,CDC34,MYBL2,Other,1,UbiBrowser2,22199232
nan|P49427|P25963,nan|P49427,,P49427,P25963,CDC34,NFKBIA,Other,1,UbiBrowser2,22199232
nan|P49427|P35222,nan|P49427,,P49427,P35222,CDC34,CTNNB1,Other,1,UbiBrowser2,22199232
nan|P49427|P46527,nan|P49427,,P49427,P46527,CDC34,CDKN1B,Other,1,UbiBrowser2,19123975
nan|P49427|Q03060,nan|P49427,,P49427,Q03060,CDC34,CREM,Other,1,UbiBrowser2,22199232
nan|P49427|Q9Y297,nan|P49427,,P49427,Q9Y297,CDC34,BTRC,Other,1,UbiBrowser2,10531035
nan|P50876|P00533,nan|P50876,,P50876,P00533,RNF144A,EGFR,SINGLE_OTHER,1,UbiBrowser2,30171075
nan|P50876|P54652,nan|P50876,,P50876,P54652,RNF144A,HSPA2,SINGLE_OTHER,1,UbiBrowser2,31406303
nan|P50876|P78527,nan|P50876,,P50876,P78527,RNF144A,PRKDC,SINGLE_OTHER,1,UbiBrowser2,24979766
nan|P51617|Q96FA3,nan|P51617,,P51617,Q96FA3,IRAK1,PELI1,SINGLE_OTHER,1,UbiBrowser2,17675297
nan|P53804|P31749,nan|P53804,,P53804,P31749,TTC3,AKT1,RING,1,UbiBrowser2,TTC3_HUMAN
nan|P53804|P31751,nan|P53804,,P53804,P31751,TTC3,AKT2,RING,1,UbiBrowser2,TTC3_HUMAN
nan|P53804|Q9Y243,nan|P53804,,P53804,Q9Y243,TTC3,AKT3,RING,1,UbiBrowser2,TTC3_HUMAN
nan|P54725|Q15672,nan|P54725,,P54725,Q15672,RAD23A,TWIST1,Other,1,UbiBrowser2,31487504
nan|P62253|O60337,nan|P62253,,P62253,O60337,UBE2G1,MARCHF6,Other,1,UbiBrowser2,31445887
nan|P62877|P03372,nan|P62877,,P62877,P03372,RBX1,ESR1,RING,1,UbiBrowser2,20130088
nan|P62877|P23443,nan|P62877,,P62877,P23443,RBX1,RPS6KB1,RING,1,UbiBrowser2,18279656
nan|P62877|P24928,nan|P62877,,P62877,P24928,RBX1,POLR2A,RING,1,UbiBrowser2,30349055
nan|P62877|Q16236,nan|P62877,,P62877,Q16236,RBX1,NFE2L2,RING,1,UbiBrowser2,23274085
nan|P62877|Q9UMX1,nan|P62877,,P62877,Q9UMX1,RBX1,SUFU,RING,1,UbiBrowser2,33499884
nan|P63244|Q16665,nan|P63244,,P63244,Q16665,RACK1,HIF1A,Other,1,UbiBrowser2,17244529
nan|P63244|Q9P126,nan|P63244,,P63244,Q9P126,RACK1,CLEC1B,Other,1,UbiBrowser2,19785988
nan|P69720|Q8IUX4,nan|P69720,,P69720,Q8IUX4,vif,APOBEC3F,Other,1,UbiBrowser2,22199232
nan|P69720|Q9HC16,nan|P69720,,P69720,Q9HC16,vif,APOBEC3G,Other,1,UbiBrowser2,22199232
nan|P69720|Q9NRW3,nan|P69720,,P69720,Q9NRW3,vif,APOBEC3C,Other,1,UbiBrowser2,22199232
nan|P78317|P08047,nan|P78317,,P78317,P08047,RNF4,SP1,RING,1,UbiBrowser2,21983342
nan|P78317|P09874,nan|P78317,,P78317,P09874,RNF4,PARP1,RING,1,UbiBrowser2,22199232
nan|P78317|P29590,nan|P78317,,P78317,P29590,RNF4,PML,RING,1,UbiBrowser2,20943951
nan|P78317|P43268,nan|P78317,,P78317,P43268,RNF4,ETV4,RING,1,UbiBrowser2,RNF4_HUMAN
nan|P78317|P54253,nan|P78317,,P78317,P54253,RNF4,ATXN1,RING,1,UbiBrowser2,24882209
nan|P78317|P61956,nan|P78317,,P78317,P61956,RNF4,SUMO2,RING,1,UbiBrowser2,18408734
nan|P78317|P78317,nan|P78317,,P78317,P78317,RNF4,RNF4,RING,1,UbiBrowser2,14987998
nan|P78317|Q6NUN9,nan|P78317,,P78317,Q6NUN9,RNF4,ZNF746,RING,1,UbiBrowser2,32197837
nan|P78317|Q8N907,nan|P78317,,P78317,Q8N907,RNF4,DAND5,RING,1,UbiBrowser2,21983342
nan|P78317|Q92674,nan|P78317,,P78317,Q92674,RNF4,CENPI,RING,1,UbiBrowser2,20212317
nan|P78317|Q99708,nan|P78317,,P78317,Q99708,RNF4,RBBP8,RING,1,UbiBrowser2,33723063
nan|P78317|Q99814,nan|P78317,,P78317,Q99814,RNF4,EPAS1,RING,1,UbiBrowser2,22199232
nan|P90489|P01889,nan|P90489,,P90489,P01889,K5,HLA-B,Other,1,UbiBrowser2,22199232
nan|P90489|P05362,nan|P90489,,P90489,P05362,K5,ICAM1,Other,1,UbiBrowser2,22199232
nan|P90489|P15260,nan|P90489,,P90489,P15260,K5,IFNGR1,Other,1,UbiBrowser2,22199232
nan|P90489|P15813,nan|P90489,,P90489,P15813,K5,CD1D,Other,1,UbiBrowser2,22199232
nan|P90489|P16284,nan|P90489,,P90489,P16284,K5,PECAM1,Other,1,UbiBrowser2,22199232
nan|P90489|P42081,nan|P90489,,P90489,P42081,K5,CD86,Other,1,UbiBrowser2,22199232
nan|P90489|Q10589,nan|P90489,,P90489,Q10589,K5,BST2,Other,1,UbiBrowser2,22199232
nan|P90489|Q13740,nan|P90489,,P90489,Q13740,K5,ALCAM,Other,1,UbiBrowser2,22199232
nan|P90495|P04439,nan|P90495,,P90495,P04439,K3,HLA-A,Other,1,UbiBrowser2,22199232
nan|P90495|P15260,nan|P90495,,P90495,P15260,K3,IFNGR1,Other,1,UbiBrowser2,22199232
nan|P90495|P15813,nan|P90495,,P90495,P15813,K3,CD1D,Other,1,UbiBrowser2,22199232
nan|P98170|O14618,nan|P98170,,P98170,O14618,XIAP,CCS,RING,1,UbiBrowser2,19948006
nan|P98170|O15392,nan|P98170,,P98170,O15392,XIAP,BIRC5,RING,1,UbiBrowser2,17613533
nan|P98170|O43236,nan|P98170,,P98170,O43236,XIAP,SEPTIN4,RING,1,UbiBrowser2,22185822
nan|P98170|O43318,nan|P98170,,P98170,O43318,XIAP,MAP3K7,RING,1,UbiBrowser2,XIAP_HUMAN
nan|P98170|O43353,nan|P98170,,P98170,O43353,XIAP,RIPK2,RING,1,UbiBrowser2,23818254
nan|P98170|O95831,nan|P98170,,P98170,O95831,XIAP,AIFM1,RING,1,UbiBrowser2,22103349
nan|P98170|P04049,nan|P98170,,P98170,P04049,XIAP,RAF1,RING,1,UbiBrowser2,19011619
nan|P98170|P08107,nan|P98170,,P98170,P08107,XIAP,HSPA1A,RING,1,UbiBrowser2,15756021
nan|P98170|P37198,nan|P98170,,P98170,P37198,XIAP,NUP62,RING,1,UbiBrowser2,30275562
nan|P98170|P42574,nan|P98170,,P98170,P42574,XIAP,CASP3,RING,1,UbiBrowser2,11447297
nan|P98170|P55008,nan|P98170,,P98170,P55008,XIAP,AIF1,RING,1,UbiBrowser2,22199232
nan|P98170|P55210,nan|P98170,,P98170,P55210,XIAP,CASP7,RING,1,UbiBrowser2,22199232
nan|P98170|P55211,nan|P98170,,P98170,P55211,XIAP,CASP9,RING,1,UbiBrowser2,15749826
nan|P98170|P57078,nan|P98170,,P98170,P57078,XIAP,RIPK4,RING,1,UbiBrowser2,21931591
nan|P98170|P60484,nan|P98170,,P98170,P60484,XIAP,PTEN,RING,1,UbiBrowser2,22199232
nan|P98170|P98170,nan|P98170,,P98170,P98170,XIAP,XIAP,RING,1,UbiBrowser2,14960576
nan|P98170|Q04724,nan|P98170,,P98170,Q04724,XIAP,TLE1,RING,1,UbiBrowser2,22199232
nan|P98170|Q04725,nan|P98170,,P98170,Q04725,XIAP,TLE2,RING,1,UbiBrowser2,22199232
nan|P98170|Q04726,nan|P98170,,P98170,Q04726,XIAP,TLE3,RING,1,UbiBrowser2,22304967
nan|P98170|Q04727,nan|P98170,,P98170,Q04727,XIAP,TLE4,RING,1,UbiBrowser2,22199232
nan|P98170|Q08117,nan|P98170,,P98170,Q08117,XIAP,TLE5,RING,1,UbiBrowser2,22199232
nan|P98170|Q14790,nan|P98170,,P98170,Q14790,XIAP,CASP8,RING,1,UbiBrowser2,22199232
nan|P98170|Q6GPH4,nan|P98170,,P98170,Q6GPH4,XIAP,XAF1,RING,1,UbiBrowser2,22811387
nan|P98170|Q8N668,nan|P98170,,P98170,Q8N668,XIAP,COMMD1,RING,1,UbiBrowser2,XIAP_HUMAN
nan|P98170|Q96HS1,nan|P98170,,P98170,Q96HS1,XIAP,PGAM5,RING,1,UbiBrowser2,23201124
nan|P98170|Q99759,nan|P98170,,P98170,Q99759,XIAP,MAP3K3,RING,1,UbiBrowser2,24975362
nan|P98170|Q9NR28,nan|P98170,,P98170,Q9NR28,XIAP,DIABLO,RING,1,UbiBrowser2,15749826
nan|P98170|Q9Y2U5,nan|P98170,,P98170,Q9Y2U5,XIAP,MAP3K2,RING,1,UbiBrowser2,18761086
nan|Q00987|O14746,nan|Q00987,,Q00987,O14746,MDM2,TERT,RING,1,UbiBrowser2,20453884
nan|Q00987|O15055,nan|Q00987,,Q00987,O15055,MDM2,PER2,RING,1,UbiBrowser2,30425162
nan|Q00987|O15145,nan|Q00987,,Q00987,O15145,MDM2,ARPC3,RING,1,UbiBrowser2,17142834
nan|Q00987|O15151,nan|Q00987,,Q00987,O15151,MDM2,MDM4,RING,1,UbiBrowser2,16227609
nan|Q00987|O15273,nan|Q00987,,Q00987,O15273,MDM2,TCAP,RING,1,UbiBrowser2,22199232
nan|Q00987|O15350,nan|Q00987,,Q00987,O15350,MDM2,TP73,RING,1,UbiBrowser2,26025930
nan|Q00987|O43463,nan|Q00987,,Q00987,O43463,MDM2,SUV39H1,RING,1,UbiBrowser2,33691908
nan|Q00987|O43524,nan|Q00987,,Q00987,O43524,MDM2,FOXO3,RING,1,UbiBrowser2,19321440
nan|Q00987|O43602,nan|Q00987,,Q00987,O43602,MDM2,DCX,RING,1,UbiBrowser2,22199232
nan|Q00987|O60381,nan|Q00987,,Q00987,O60381,MDM2,HBP1,RING,1,UbiBrowser2,30816344
nan|Q00987|O60936,nan|Q00987,,Q00987,O60936,MDM2,NOL3,RING,1,UbiBrowser2,17142834
nan|Q00987|O75417,nan|Q00987,,Q00987,O75417,MDM2,POLQ,RING,1,UbiBrowser2,22056306
nan|Q00987|O94916,nan|Q00987,,Q00987,O94916,MDM2,NFAT5,RING,1,UbiBrowser2,16338656
nan|Q00987|O94992,nan|Q00987,,Q00987,O94992,MDM2,HEXIM1,RING,1,UbiBrowser2,19617712
nan|Q00987|O95376,nan|Q00987,,Q00987,O95376,MDM2,ARIH2,RING,1,UbiBrowser2,22940738
nan|Q00987|O95863,nan|Q00987,,Q00987,O95863,MDM2,SNAI1,RING,1,UbiBrowser2,22199232
nan|Q00987|P00374,nan|Q00987,,Q00987,P00374,MDM2,DHFR,RING,1,UbiBrowser2,18451149
nan|Q00987|P04150,nan|Q00987,,Q00987,P04150,MDM2,NR3C1,RING,1,UbiBrowser2,12897156
nan|Q00987|P04637,nan|Q00987,,Q00987,P04637,MDM2,TP53,RING,1,UbiBrowser2,12080472
nan|Q00987|P06400,nan|Q00987,,Q00987,P06400,MDM2,RB1,RING,1,UbiBrowser2,17297463
nan|Q00987|P08069,nan|Q00987,,Q00987,P08069,MDM2,IGF1R,RING,1,UbiBrowser2,12821780
nan|Q00987|P10275,nan|Q00987,,Q00987,P10275,MDM2,AR,RING,1,UbiBrowser2,22199232
nan|Q00987|P10276,nan|Q00987,,Q00987,P10276,MDM2,RARA,RING,1,UbiBrowser2,26776160
nan|Q00987|P10914,nan|Q00987,,Q00987,P10914,MDM2,IRF1,RING,1,UbiBrowser2,23134341
nan|Q00987|P12830,nan|Q00987,,Q00987,P12830,MDM2,CDH1,RING,1,UbiBrowser2,16980628
nan|Q00987|P12956,nan|Q00987,,Q00987,P12956,MDM2,XRCC6,RING,1,UbiBrowser2,22199232
nan|Q00987|P14316,nan|Q00987,,Q00987,P14316,MDM2,IRF2,RING,1,UbiBrowser2,19032150
nan|Q00987|P15259,nan|Q00987,,Q00987,P15259,MDM2,PGAM2,RING,1,UbiBrowser2,24567357
nan|Q00987|P15880,nan|Q00987,,Q00987,P15880,MDM2,RPS2,RING,1,UbiBrowser2,31928715
nan|Q00987|P18847,nan|Q00987,,Q00987,P18847,MDM2,ATF3,RING,1,UbiBrowser2,20592017
nan|Q00987|P19338,nan|Q00987,,Q00987,P19338,MDM2,NCL,RING,1,UbiBrowser2,28478507
nan|Q00987|P24522,nan|Q00987,,Q00987,P24522,MDM2,GADD45A,RING,1,UbiBrowser2,23563151
nan|Q00987|P24864,nan|Q00987,,Q00987,P24864,MDM2,CCNE1,RING,1,UbiBrowser2,22199232
nan|Q00987|P25098,nan|Q00987,,Q00987,P25098,MDM2,ADRBK1,RING,1,UbiBrowser2,17006543
nan|Q00987|P27695,nan|Q00987,,Q00987,P27695,MDM2,APEX1,RING,1,UbiBrowser2,19219073
nan|Q00987|P32121,nan|Q00987,,Q00987,P32121,MDM2,ARRB2,RING,1,UbiBrowser2,MDM2_HUMAN
nan|Q00987|P35568,nan|Q00987,,Q00987,P35568,MDM2,IRS1,RING,1,UbiBrowser2,15456867
nan|Q00987|P35637,nan|Q00987,,Q00987,P35637,MDM2,FUS,RING,1,UbiBrowser2,31632968
nan|Q00987|P38936,nan|Q00987,,Q00987,P38936,MDM2,CDKN1A,RING,1,UbiBrowser2,10698510
nan|Q00987|P40424,nan|Q00987,,Q00987,P40424,MDM2,PBX1,RING,1,UbiBrowser2,23044487
nan|Q00987|P40763,nan|Q00987,,Q00987,P40763,MDM2,STAT3,RING,1,UbiBrowser2,33660414
nan|Q00987|P41181,nan|Q00987,,Q00987,P41181,MDM2,AQP2,RING,1,UbiBrowser2,22199232
nan|Q00987|P46531,nan|Q00987,,Q00987,P46531,MDM2,NOTCH1,RING,1,UbiBrowser2,23252402
nan|Q00987|P46695,nan|Q00987,,Q00987,P46695,MDM2,IER3,RING,1,UbiBrowser2,26973248
nan|Q00987|P49137,nan|Q00987,,Q00987,P49137,MDM2,MAPKAPK2,RING,1,UbiBrowser2,34272277
nan|Q00987|P49407,nan|Q00987,,Q00987,P49407,MDM2,ARRB1,RING,1,UbiBrowser2,MDM2_HUMAN
nan|Q00987|P49757,nan|Q00987,,Q00987,P49757,MDM2,NUMB,RING,1,UbiBrowser2,12646252
nan|Q00987|P55036,nan|Q00987,,Q00987,P55036,MDM2,PSMD4,RING,1,UbiBrowser2,19240029
nan|Q00987|P61254,nan|Q00987,,Q00987,P61254,MDM2,RPL26,RING,1,UbiBrowser2,18951086
nan|Q00987|P62979,nan|Q00987,,Q00987,P62979,MDM2,RPS27A,RING,1,UbiBrowser2,21561866
nan|Q00987|P78352,nan|Q00987,,Q00987,P78352,MDM2,DLG4,RING,1,UbiBrowser2,14642282
nan|Q00987|P98177,nan|Q00987,,Q00987,P98177,MDM2,FOXO4,RING,1,UbiBrowser2,18665269
nan|Q00987|Q00987,nan|Q00987,,Q00987,Q00987,MDM2,MDM2,RING,1,UbiBrowser2,18234968
nan|Q00987|Q01094,nan|Q00987,,Q00987,Q01094,MDM2,E2F1,RING,1,UbiBrowser2,22199232
nan|Q00987|Q08499,nan|Q00987,,Q00987,Q08499,MDM2,PDE4D,RING,1,UbiBrowser2,19372219
nan|Q00987|Q09472,nan|Q00987,,Q00987,Q09472,MDM2,EP300,RING,1,UbiBrowser2,10207051
nan|Q00987|Q12778,nan|Q00987,,Q00987,Q12778,MDM2,FOXO1,RING,1,UbiBrowser2,19321440
nan|Q00987|Q13469,nan|Q00987,,Q00987,Q13469,MDM2,NFATC2,RING,1,UbiBrowser2,20009572
nan|Q00987|Q13761,nan|Q00987,,Q00987,Q13761,MDM2,RUNX3,RING,1,UbiBrowser2,22199232
nan|Q00987|Q14191,nan|Q00987,,Q00987,Q14191,MDM2,WRN,RING,1,UbiBrowser2,30532073
nan|Q00987|Q15334,nan|Q00987,,Q00987,Q15334,MDM2,LLGL1,RING,1,UbiBrowser2,22199232
nan|Q00987|Q15361,nan|Q00987,,Q00987,Q15361,MDM2,TTF1,RING,1,UbiBrowser2,22383580
nan|Q00987|Q15466,nan|Q00987,,Q00987,Q15466,MDM2,NR0B2,RING,1,UbiBrowser2,22575647
nan|Q00987|Q15849,nan|Q00987,,Q00987,Q15849,MDM2,SLC14A2,RING,1,UbiBrowser2,22199232
nan|Q00987|Q16665,nan|Q00987,,Q00987,Q16665,MDM2,HIF1A,RING,1,UbiBrowser2,10640274
nan|Q00987|Q16778,nan|Q00987,,Q00987,Q16778,MDM2,H2BC21,RING,1,UbiBrowser2,15546622
nan|Q00987|Q7LG56,nan|Q00987,,Q00987,Q7LG56,MDM2,RRM2B,RING,1,UbiBrowser2,19015526
nan|Q00987|Q7Z6Z7,nan|Q00987,,Q00987,Q7Z6Z7,MDM2,HUWE1,RING,1,UbiBrowser2,30818224
nan|Q00987|Q86Z02,nan|Q00987,,Q00987,Q86Z02,MDM2,HIPK1,RING,1,UbiBrowser2,22173032
nan|Q00987|Q8N9B5,nan|Q00987,,Q00987,Q8N9B5,MDM2,JMY,RING,1,UbiBrowser2,MDM2_HUMAN
nan|Q00987|Q92630,nan|Q00987,,Q00987,Q92630,MDM2,DYRK2,RING,1,UbiBrowser2,19965871
nan|Q00987|Q92731,nan|Q00987,,Q00987,Q92731,MDM2,ESR2,RING,1,UbiBrowser2,22349818
nan|Q00987|Q92793,nan|Q00987,,Q00987,Q92793,MDM2,CREBBP,RING,1,UbiBrowser2,21374733
nan|Q00987|Q92831,nan|Q00987,,Q00987,Q92831,MDM2,KAT2B,RING,1,UbiBrowser2,19176998
nan|Q00987|Q92993,nan|Q00987,,Q00987,Q92993,MDM2,KAT5,RING,1,UbiBrowser2,15640443
nan|Q00987|Q96AQ6,nan|Q00987,,Q00987,Q96AQ6,MDM2,PBXIP1,RING,1,UbiBrowser2,24488098
nan|Q00987|Q9BVP2,nan|Q00987,,Q00987,Q9BVP2,MDM2,GNL3,RING,1,UbiBrowser2,22199232
nan|Q00987|Q9BZS1,nan|Q00987,,Q00987,Q9BZS1,MDM2,FOXP3,RING,1,UbiBrowser2,32636834
nan|Q00987|Q9GZR7,nan|Q00987,,Q00987,Q9GZR7,MDM2,DDX24,RING,1,UbiBrowser2,24980433
nan|Q00987|Q9H2X6,nan|Q00987,,Q00987,Q9H2X6,MDM2,HIPK2,RING,1,UbiBrowser2,17349959
nan|Q00987|Q9UER7,nan|Q00987,,Q00987,Q9UER7,MDM2,DAXX,RING,1,UbiBrowser2,20153724
nan|Q00987|Q9UHR4,nan|Q00987,,Q00987,Q9UHR4,MDM2,BAIAP2L1,RING,1,UbiBrowser2,21887275
nan|Q00987|Q9Y2R9,nan|Q00987,,Q00987,Q9Y2R9,MDM2,MRPS7,RING,1,UbiBrowser2,22199232
nan|Q00987|Q9Y6B2,nan|Q00987,,Q00987,Q9Y6B2,MDM2,EID1,RING,1,UbiBrowser2,11073989
nan|Q05086|O00327,nan|Q05086,,Q05086,O00327,UBE3A,ARNTL,SINGLE_OTHER,1,UbiBrowser2,22199232
nan|Q05086|O15145,nan|Q05086,,Q05086,O15145,UBE3A,ARPC3,SINGLE_OTHER,1,UbiBrowser2,22199232
nan|Q05086|O43166,nan|Q05086,,Q05086,O43166,UBE3A,SIPA1L1,SINGLE_OTHER,1,UbiBrowser2,12036950
nan|Q05086|P03372,nan|Q05086,,Q05086,P03372,UBE3A,ESR1,SINGLE_OTHER,1,UbiBrowser2,23542176
nan|Q05086|P04083,nan|Q05086,,Q05086,P04083,UBE3A,ANXA1,SINGLE_OTHER,1,UbiBrowser2,19204938
nan|Q05086|P04271,nan|Q05086,,Q05086,P04271,UBE3A,S100B,SINGLE_OTHER,1,UbiBrowser2,31783587
nan|Q05086|P04637,nan|Q05086,,Q05086,P04637,UBE3A,TP53,SINGLE_OTHER,1,UbiBrowser2,7800044
nan|Q05086|P06400,nan|Q05086,,Q05086,P06400,UBE3A,RB1,SINGLE_OTHER,1,UbiBrowser2,17907805
nan|Q05086|P06733,nan|Q05086,,Q05086,P06733,UBE3A,ENO1,SINGLE_OTHER,1,UbiBrowser2,31329371
nan|Q05086|P26045,nan|Q05086,,Q05086,P26045,UBE3A,PTPN3,SINGLE_OTHER,1,UbiBrowser2,17947517
