gene,crc_expr
AC004895.4,0.00025274127102926946
AC004908.1,0.0002448792541129974
AC004918.1,0.017946280384143157
AC004921.1,0.00204854484369074
AC004923.4,0.0004252130054591873
AC004930.1,0.0003182093778160141
AC004943.1,0.00045215856677499546
AC004943.2,0.0075392537479864775
AC004947.2,0.0005605539927451745
AC004948.1,0.00029165318627793503
AC004951.1,0.007321510799895247
AC004951.6,0.043956766911346756
AC004975.2,0.00019136149965234307
AC004982.1,0.0013306837455321068
AC004982.2,0.008983331497027984
AC004988.1,0.000732724789196563
AC004990.1,0.0008205374797506114
AC005005.3,0.000504064428781213
AC005009.2,0.0003772622739666659
AC005013.1,0.00037567704966648467
AC005014.2,0.0015679731027274449
AC005019.3,0.00022139159034809718
AC005021.1,0.0001620234843614002
AC005034.4,0.00033128879029612916
AC005037.1,0.0015363408309611807
AC005037.3,0.0012484968455018395
AC005041.1,0.003726594024516609
AC005041.3,0.0005840922354991437
AC005042.4,0.00022010320652706198
AC005046.1,0.0017743260440534418
AC005050.1,0.0010580616883390818
AC005070.3,0.018360933281796044
AC005076.1,0.005960980198438839
AC005076.5,0.004105369875574015
AC005082.1,0.002718068766374757
AC005082.12,0.0006734155366900709
AC005091.1,0.0010256065013127438
AC005096.1,0.0008375636886026873
AC005104.1,0.0004378934450301428
AC005152.3,0.0001488076167742965
AC005154.4,0.0005943919420190982
AC005154.6,0.0006316276259359614
AC005162.3,0.002285504118841654
AC005165.1,0.0017193857230216397
AC005186.1,0.0008609243160074049
AC005197.1,0.0005904305407844264
AC005220.1,0.0002801582911432002
AC005220.3,7.879090692515593e-05
AC005224.1,0.004585450559659774
AC005224.2,0.0009934131592921871
AC005225.2,0.0013385951505160826
AC005229.4,0.008158360712174986
AC005235.1,0.0001269015701272474
AC005237.1,0.00011999585115839064
AC005253.1,0.010382565118462452
AC005253.2,0.004397669642845741
AC005256.1,0.0017935274254911183
AC005261.1,0.1065044015909018
AC005261.2,0.001035897391567555
AC005261.3,0.015537157847512953
AC005262.2,8.43754106415324e-05
AC005264.1,0.004098582815865482
AC005264.2,0.0006210645845822818
AC005277.2,0.0003047332724556977
AC005280.2,0.004025394930774375
AC005281.1,6.448240539139389e-05
AC005288.1,0.0009963159201249268
AC005304.1,0.00022149069666251494
AC005304.3,0.00045215856677499546
AC005307.1,0.0006514327451924465
AC005329.1,0.0006431146877677853
AC005329.7,0.00040817317366659853
AC005330.1,0.0003372338681015428
AC005332.1,0.011377037712803998
AC005332.3,0.002663623476529906
AC005332.4,0.014497089333937478
AC005332.5,0.024934552763430658
AC005332.6,0.009554770929842804
AC005332.7,0.044975990541201195
AC005332.8,0.005490713873916223
AC005339.2,0.0007570802021856925
AC005355.1,0.0001398206333094204
AC005355.2,0.0038329320442429616
AC005358.2,0.00015330104976328675
AC005363.11,0.002611803053850287
AC005363.2,0.012056648268434259
AC005383.1,0.0009397091358344194
AC005392.2,0.0025195919101004436
AC005392.3,5.020655316512312e-05
AC005393.1,0.0021650634301727156
AC005476.2,0.0010105655999061262
AC005477.1,0.002092160110077162
AC005479.2,0.0009709821835938001
AC005480.1,0.00040216286608624354
AC005481.1,0.0006767821877581998
AC005481.5,9.468510474192622e-05
AC005487.1,0.000194533076988652
AC005498.2,0.0010343141910517009
AC005498.3,0.0016215458360906332
AC005520.2,0.005984893878379669
AC005520.5,0.0009796907959331539
AC005523.1,0.0011831137936553521
AC005523.2,0.01727782987459376
AC005523.3,0.00032058747749217807
AC005534.1,0.0014303585776413682
AC005534.8,0.0002772184635906392
AC005537.1,6.963747710890174e-05
AC005537.2,0.0007583672448498301
AC005540.1,0.0017162235119790913
AC005550.2,0.004698253314293779
AC005550.3,0.0044338944213625844
AC005551.1,0.0006728214195136395
AC005586.1,0.00026668119115990025
AC005592.2,0.0008278627780553075
AC005614.1,0.001407814766220135
AC005614.3,0.0007236159651560468
AC005616.2,0.0010727384140565852
AC005618.1,0.0012594756372224364
AC005618.6,0.0006086197238120713
AC005624.2,8.910071269482567e-05
AC005670.2,0.0010707265729940159
AC005674.1,0.00011959934773987351
AC005695.2,0.0010541038480826165
AC005695.3,0.0009436678543366245
AC005696.1,0.008289508128394915
AC005696.2,0.000441856018439153
AC005696.3,0.000194533076988652
AC005696.4,0.0017818354173095052
AC005697.2,0.0006007301206861263
AC005699.1,0.00018898280384664753
AC005722.2,9.105030022257139e-05
AC005726.5,0.009303602566575373
AC005740.4,0.0004505735727385215
AC005740.6,0.0005412406066919946
AC005746.2,0.0010683519308185901
AC005753.1,0.0005698307637040721
AC005754.8,0.0005120545617317017
AC005757.1,0.0004711781151597667
AC005757.6,0.00026476530030733
AC005759.1,0.0012151634057932109
AC005775.1,0.0004965364216369791
