gene,lihc_expr
AC006483.5,0.00109820574644613
AC006486.1,0.012617422519937967
AC006486.10,0.0014728418882519383
AC006486.9,0.0012025256816912114
AC006504.5,0.004065511831496891
AC006511.4,0.0016658697367411468
AC006538.1,0.00034656358677764886
AC006538.2,0.025095328306986586
AC006538.4,0.01808449428921272
AC006538.8,0.002082737876963232
AC006539.3,0.0005065023188362493
AC006547.13,0.013109161174911366
AC006547.15,0.012354682489552822
AC006547.8,0.0027811494431006405
AC006548.28,0.0027913693744291116
AC006942.1,0.006883250302659741
AC006942.4,0.002492186764359046
AC006946.12,0.0008164430848320613
AC006946.15,0.00020423687728973917
AC006946.16,0.0008277414446581688
AC006946.17,0.000494658758939067
AC006960.7,0.00041634492378208633
AC006978.2,0.01619955053905652
AC006978.6,0.027934407420724353
AC006994.1,0.001126209355352048
AC006994.2,0.003480210872027366
AC007000.10,0.0014580716916665723
AC007009.1,0.00019923687964883325
AC007016.3,0.0011190713158810437
AC007032.1,0.016480399152906694
AC007036.4,0.001284686583488535
AC007036.5,0.0007035327568998039
AC007036.6,0.0006836144682521605
AC007038.7,0.007063605672146592
AC007040.11,0.001177035398099688
AC007040.2,0.05702106879510214
AC007040.6,0.000608186529704236
AC007040.8,0.00015513493263532105
AC007041.2,0.0015307299199960472
AC007050.17,0.006517446659232661
AC007064.24,0.0001787864163269763
AC007066.1,0.0010960093246851243
AC007078.4,0.0011564077284856725
AC007098.1,0.007867392872400724
AC007128.1,0.00021076180587385122
AC007131.2,0.00028383072072305247
AC007161.5,0.001505581839252209
AC007163.3,0.0009182697767001376
AC007163.6,0.029540091601257677
AC007182.6,0.002827841908789834
AC007191.4,0.006279652598876254
AC007192.1,0.2470392268229607
AC007192.6,0.009405628651018443
AC007193.8,0.010912696669090805
AC007193.9,0.0008172921346691485
AC007204.2,0.0020654260636372578
AC007216.3,0.023250641479520034
AC007216.4,0.06028972795185563
AC007220.1,0.0028736126588777946
AC007228.11,0.0013272704584813178
AC007228.5,0.0005496058938069953
AC007228.8,0.00036191349107996326
AC007228.9,0.0004467710867361785
AC007229.3,0.0009658099130112728
AC007238.1,0.01767252002883605
AC007246.3,0.026268840012045835
AC007249.3,0.0005092507878515979
AC007255.8,0.002033284193398436
AC007256.5,0.0017195781389029755
AC007271.3,0.004349164133295042
AC007277.3,0.00021068680713431682
AC007278.1,0.003990410947459737
AC007278.2,0.004776686736613684
AC007278.3,0.005816232280817431
AC007283.4,0.007677116630110923
AC007283.5,0.02429344764431301
AC007285.1,0.0027627660832433873
AC007285.6,0.0005671292459330727
AC007285.7,0.0014703725950633232
AC007292.3,0.002332388478543172
AC007292.4,0.0010641602238020628
AC007292.6,0.001508189533876329
AC007308.7,0.00494820261082923
AC007318.5,0.026916430620301413
AC007319.1,0.0020657997952711928
AC007325.4,0.009956251529755936
AC007326.10,0.00035861444329863526
AC007349.4,0.00033717015054430475
AC007349.5,0.002470945803558904
AC007349.7,0.0008443236982668298
AC007362.3,9.84772439446609e-05
AC007365.1,0.0077013512360583295
AC007365.3,0.0016312220920870497
AC007365.4,0.00016022283763177583
AC007381.3,0.0017965891243256322
AC007383.2,0.016114511038817652
AC007383.3,0.00846452791010282
AC007383.4,0.0014845701867353144
AC007384.1,0.21823932434985918
AC007386.2,0.0026572289029313306
AC007386.3,0.0014703725950633232
AC007386.4,0.0073413078904323555
AC007387.2,0.0010246208439283013
AC007389.2,0.000224528068019401
AC007405.4,0.00046085073925272214
AC007405.6,0.002777704510714373
AC007448.4,0.0248596023439086
AC007461.2,9.522662588145896e-05
AC007541.1,0.007711252754836856
AC007556.3,0.0008071034501498586
AC007560.1,0.000702708508734521
AC007563.5,0.00020078688377702113
AC007566.10,0.0038574993285518827
AC007613.1,0.011633397467588506
AC007620.3,0.004838968680026693
AC007679.3,0.004548370429616118
AC007679.4,0.00046967150935228383
AC007682.1,0.00024808491011709527
AC007683.1,0.053434136831641166
AC007686.3,0.003006325477312778
AC007688.2,0.0005521251268976406
AC007728.1,0.002673798974306671
AC007728.2,0.004360354343968624
AC007731.1,0.0007162127018550985
AC007731.5,0.007316862732339459
AC007740.1,0.00041909384319706853
AC007743.1,0.0004614893266647336
