enz_ac
Q9BVG3
Q9BWF2
Q9BXM7
Q9BXU7
Q9BY78
Q9BYM8
Q9BZR9
Q9BZY9
Q9C019
Q9C026
Q9C029
Q9C030
Q9C035
Q9C037
Q9C040
Q9C0C7
Q9C0C9
Q9H000
Q9H0A0
Q9H0E7
Q9H0F5
Q9H0F6
Q9H0H3
Q9H0M0
Q9H0X6
Q9H2C0
Q9H2S5
Q9H3F6
Q9H3M9
Q9H469
Q9H4M3
Q9H4P4
Q9H6Y7
Q9H765
Q9H992
Q9H9J4
Q9HAU4
Q9HBJ7
Q9HCE7
Q9HCI7
Q9HCM9
Q9NPC3
Q9NQ86
Q9NQC7
Q9NR09
Q9NRD0
Q9NRD1
Q9NRM6
Q9NS56
Q9NS91
Q9NSE2
Q9NTX7
Q9NV58
Q9NVF7
Q9NVR0
Q9NVW2
Q9NW38
Q9NWF9
Q9NWN3
Q9NWZ3
Q9NX47
Q9NXF7
Q9NXI6
Q9NXK8
Q9NYG5
Q9NZJ0
Q9NZS9
Q9P0N8
Q9P0P0
Q9P253
Q9P275
Q9P2E8
Q9P2G9
Q9P2H5
Q9P2J3
Q9P2K6
Q9P2N7
Q9P2P5
Q9UBN7
Q9UBS8
Q9UDY8
Q9UF56
Q9UGI0
Q9UH77
Q9UH90
Q9UHC7
Q9UHP3
Q9UII4
Q9UJP4
Q9UJT9
Q9UJX6
Q9UK22
Q9UK80
Q9UK96
Q9UK97
Q9UK99
Q9UKA1
Q9UKA2
Q9UKB1
Q9UKC9
Q9UKT5
Q9UKT6
Q9UKT7
Q9UKT8
Q9UKV5
Q9ULT8
Q9ULV8
Q9UM11
Q9UMS4
Q9UMW8
Q9UNE7
Q9UNL4
Q9UPN9
Q9UPQ4
Q9UPQ7
Q9UPT9
Q9UPU5
Q9Y252
Q9Y297
Q9Y2E6
Q9Y2K6
Q9Y2K7
Q9Y2M5
Q9Y314
Q9Y3C5
Q9Y3I1
Q9Y4B6
Q9Y4E8
Q9Y4K3
Q9Y4L5
Q9Y4X5
Q9Y574
Q9Y575
Q9Y577
Q9Y5E6
Q9Y5K5
Q9Y5T5
Q9Y6I4
Q9Y6I7
