src,dst,src_ac,dst_ac,geneA,geneB,edge_type,edge_label,edge_id
732,602,P63165,Q15059,SUMO1,BRD3,ppi,-1,602|732
1939,949,Q14192,P08047,FHL2,SP1,ppi,-1,949|1939
1960,685,O15315,Q15555,RAD51B,MAPRE2,ppi,-1,685|1960
270,1454,Q96K19,Q12772,RNF170,SREBF2,ppi,-1,270|1454
1513,811,P26951,P21802,IL3RA,FGFR2,ppi,-1,811|1513
884,452,O15431,Q70CQ3,SLC31A1,USP30,ppi,-1,452|884
1403,1354,P22459,Q8NBJ4,KCNA4,GOLM1,ppi,-1,1354|1403
502,901,Q9UNE0,P27216,EDAR,ANXA13,ppi,-1,502|901
802,796,P09619,P07333,PDGFRB,CSF1R,ppi,-1,796|802
1759,813,O00220,P22607,TNFRSF10A,FGFR3,ppi,-1,813|1759
1759,1986,O00220,Q9H040,TNFRSF10A,SPRTN,ppi,-1,1759|1986
1254,1908,Q93070,Q13563,ART4,PKD2,ppi,-1,1254|1908
474,636,Q96JH7,P68363,VCPIP1,TUBA1B,ppi,-1,474|636
1602,387,P68036,Q9UKT8,UBE2L3,FBXW2,ppi,-1,387|1602
599,120,Q12906,Q14669,ILF3,TRIP12,ppi,-1,120|599
1968,1087,Q7LBR1,P68133,CHMP1B,ACTA1,ppi,-1,1087|1968
1080,1023,Q13601,P62979,KRR1,RPS27A,ppi,-1,1023|1080
1991,1863,Q86WI3,P11142,NLRC5,HSPA8,ppi,-1,1863|1991
1807,1500,P17181,O14763,IFNAR1,TNFRSF10B,ppi,-1,1500|1807
1867,134,P25815,Q5TA31,S100P,RNF187,ppi,-1,134|1867
303,387,Q9C026,Q9UKT8,TRIM9,FBXW2,ppi,-1,303|387
1701,1332,Q8TB46,Q9UPN4,ANKRD50,CEP131,ppi,-1,1332|1701
1651,34,Q13257,O75717,MAD2L1,WDHD1,ppi,-1,34|1651
2033,1913,P27348,Q8TDM6,YWHAQ,DLG5,ppi,-1,1913|2033
1469,1928,Q9NRI5,Q7L590,DISC1,MCM10,ppi,-1,1469|1928
119,1631,Q14527,P14136,HLTF,GFAP,ppi,-1,119|1631
989,587,O15055,P05412,PER2,JUN,ppi,-1,587|989
659,1790,Q9NRD5,P05556,PICK1,ITGB1,ppi,-1,659|1790
2024,574,Q13451,Q9P212,FKBP5,PLCE1,ppi,-1,574|2024
884,2054,O15431,Q96L34,SLC31A1,MARK4,ppi,-1,884|2054
409,619,Q9Y4X5,O43175,ARIH1,PHGDH,ppi,-1,409|619
2033,1294,P27348,P01009,YWHAQ,SERPINA1,ppi,-1,1294|2033
884,619,O15431,O43175,SLC31A1,PHGDH,ppi,-1,619|884
357,40,Q9P0P0,O94889,RNF181,KLHL18,ppi,-1,40|357
884,368,O15431,Q9UF56,SLC31A1,FBXL17,ppi,-1,368|884
1676,911,P61328,Q14524,FGF12,SCN5A,ppi,-1,911|1676
1591,1230,Q9UJQ4,Q13547,SALL4,HDAC1,ppi,-1,1230|1591
791,751,P04271,Q9P1Z0,S100B,ZBTB4,ppi,-1,751|791
79,278,P46934,Q96PU5,NEDD4,NEDD4L,ppi,-1,79|278
989,925,O15055,Q99755,PER2,PIP5K1A,ppi,-1,925|989
614,741,Q9NZQ7,P78527,CD274,PRKDC,ppi,-1,614|741
1868,690,P29034,O94761,S100A2,RECQL4,ppi,-1,690|1868
376,2032,Q9UK22,Q9Y6N7,FBXO2,ROBO1,ppi,-1,376|2032
1534,1054,P61073,P51451,CXCR4,BLK,ppi,-1,1054|1534
1847,432,Q8WWK9,Q01804,CKAP2,OTUD4,ppi,-1,432|1847
253,1332,Q96A61,Q9UPN4,TRIM52,CEP131,ppi,-1,253|1332
476,1330,Q96RU2,Q15154,USP28,PCM1,ppi,-1,476|1330
933,627,Q9UBF6,P19174,RNF7,PLCG1,ppi,-1,627|933
1877,912,P80370,Q15012,DLK1,LAPTM4A,ppi,-1,912|1877
27,11,O60784,O14965,TOM1,AURKA,ppi,-1,11|27
567,494,Q99933,Q9Y5K5,BAG1,UCHL5,ppi,-1,494|567
1043,1118,Q96AQ6,P49336,PBXIP1,CDK8,ppi,-1,1043|1118
729,1077,P41229,Q9Y4A5,KDM5C,TRRAP,ppi,-1,729|1077
970,783,P0DMV8,Q13546,HSPA1A,RIPK1,ppi,-1,783|970
1308,1812,O75626,Q8IYD8,PRDM1,FANCM,ppi,-1,1308|1812
777,1860,P37198,P07197,NUP62,NEFM,ppi,-1,777|1860
575,323,Q9Y6H5,Q9H4P4,SNCAIP,RNF41,ppi,-1,323|575
791,748,P04271,Q96DT7,S100B,ZBTB10,ppi,-1,748|791
1080,1022,Q13601,P61254,KRR1,RPL26,ppi,-1,1022|1080
1159,278,Q13887,Q96PU5,KLF5,NEDD4L,ppi,-1,278|1159
2004,1440,Q15287,Q01831,RNPS1,XPC,ppi,-1,1440|2004
1443,183,P17275,Q86XK2,JUNB,FBXO11,ppi,-1,183|1443
253,1928,Q96A61,Q7L590,TRIM52,MCM10,ppi,-1,253|1928
138,1863,Q5U5R9,P11142,HECTD2,HSPA8,ppi,-1,138|1863
1951,126,P62249,Q2Q1W2,RPS16,TRIM71,ppi,-1,126|1951
376,801,Q9UK22,P08648,FBXO2,ITGA5,ppi,-1,376|801
1469,140,Q9NRI5,Q5VTR2,DISC1,RNF20,ppi,-1,140|1469
532,252,P54829,Q969V5,STK36,MUL1,ppi,-1,252|532
1635,1495,Q676U5,Q6UVJ0,ATG16L1,SASS6,ppi,-1,1495|1635
1534,452,P61073,Q70CQ3,CXCR4,USP30,ppi,-1,452|1534
1021,373,P49757,Q9UJP4,NUMB,KLHL21,ppi,-1,373|1021
1755,1312,Q9UBR4,O60486,LHX3,PLXNC1,ppi,-1,1312|1755
1651,395,Q13257,Q9UPN9,MAD2L1,TRIM33,ppi,-1,395|1651
2033,1396,P27348,Q6UUV9,YWHAQ,CRTC1,ppi,-1,1396|2033
1932,1524,P42226,O15357,STAT6,INPPL1,ppi,-1,1524|1932
942,1923,P54652,P57737,HSPA2,CORO7,ppi,-1,942|1923
1868,1515,P29034,P26367,S100A2,PAX6,ppi,-1,1515|1868
1867,30,P25815,O75150,S100P,RNF40,ppi,-1,30|1867
211,795,Q8NC42,P06241,RNF149,FYN,ppi,-1,211|795
1804,717,O15534,Q9BPZ3,PER1,PAIP2,ppi,-1,717|1804
1259,1863,O60294,P11142,LCMT2,HSPA8,ppi,-1,1259|1863
211,163,Q8NC42,Q6ZMZ0,RNF149,RNF19B,ppi,-1,163|211
659,1948,Q9NRD5,P25445,PICK1,FAS,ppi,-1,659|1948
567,1451,Q99933,Q00613,BAG1,HSF1,ppi,-1,567|1451
389,701,Q9ULT8,Q9Y5J3,HECTD1,HEY1,ppi,-1,389|701
1868,709,P29034,P01106,S100A2,MYC,ppi,-1,709|1868
884,1933,O15431,P42336,SLC31A1,PIK3CA,ppi,-1,884|1933
884,814,O15431,P27986,SLC31A1,PIK3R1,ppi,-1,814|884
884,1096,O15431,O00459,SLC31A1,PIK3R2,ppi,-1,884|1096
729,1142,P41229,Q9NXR8,KDM5C,ING3,ppi,-1,729|1142
16,416,O15524,O00507,SOCS1,USP9Y,ppi,-1,16|416
1846,50,Q5FBB7,O95714,SGOL1,HERC2,ppi,-1,50|1846
1686,1086,Q13873,P17661,BMPR2,DES,ppi,-1,1086|1686
1868,2048,P29034,P33981,S100A2,TTK,ppi,-1,1868|2048
251,1707,Q969U6,Q9BSL1,FBXW5,UBAC1,ppi,-1,251|1707
819,2032,P40238,Q9Y6N7,MPL,ROBO1,ppi,-1,819|2032
389,1233,Q9ULT8,Q06609,HECTD1,RAD51,ppi,-1,389|1233
1153,804,P67870,P11274,CSNK2B,BCR,ppi,-1,804|1153
809,1910,P16234,Q16635,PDGFRA,TAZ,ppi,-1,809|1910
1898,1953,O75365,Q01844,PTP4A3,EWSR1,ppi,-1,1898|1953
618,1013,O15354,P32121,GPR37,ARRB2,ppi,-1,618|1013
1317,704,P15151,P24468,PVR,NR2F2,ppi,-1,704|1317
253,1327,Q96A61,O15078,TRIM52,CEP290,ppi,-1,253|1327
454,565,Q70EK9,Q96B97,USP51,SH3KBP1,ppi,-1,454|565
970,1695,P0DMV8,Q7Z4L4,HSPA1A,TNIK,ppi,-1,970|1695
970,880,P0DMV8,P31350,HSPA1A,RRM2,ppi,-1,880|970
2033,774,P27348,P01857,YWHAQ,IGHG1,ppi,-1,774|2033
1022,1262,P61254,P67809,RPL26,YBX1,ppi,-1,1022|1262
181,145,Q86WC4,Q63HN8,OSTM1,RNF213,ppi,-1,145|181
1898,94,O75365,Q00987,PTP4A3,MDM2,ppi,-1,94|1898
1868,1928,P29034,Q7L590,S100A2,MCM10,ppi,-1,1868|1928
1984,553,Q92633,P08247,LPAR1,SYP,ppi,-1,553|1984
942,785,P54652,O14964,HSPA2,HGS,ppi,-1,785|942
1173,1465,Q6ZN17,Q99848,LIN28B,EBNA1BP2,ppi,-1,1173|1465
1361,365,P18065,Q9UBN7,IGFBP2,HDAC6,ppi,-1,365|1361
1141,901,Q9NTG7,P27216,SIRT3,ANXA13,ppi,-1,901|1141
1868,965,P29034,O15392,S100A2,BIRC5,ppi,-1,965|1868
1576,927,Q8TCC7,Q9BT67,SLC22A8,NDFIP1,ppi,-1,927|1576
1603,287,Q12770,Q99675,SCAP,CGRRF1,ppi,-1,287|1603
754,1903,Q14247,P50579,CTTN,METAP2,ppi,-1,754|1903
1546,1696,Q9BTU6,Q8IZ07,PI4K2A,ANKRD13A,ppi,-1,1546|1696
1732,811,P62330,P21802,ARF6,FGFR2,ppi,-1,811|1732
1019,1397,P49137,Q96EB6,MAPKAPK2,SIRT1,ppi,-1,1019|1397
989,929,O15055,Q9H4B6,PER2,SAV1,ppi,-1,929|989
1173,371,Q6ZN17,Q9UHC7,LIN28B,MKRN1,ppi,-1,371|1173
110,1132,Q13309,Q6PGQ7,SKP2,BORA,ppi,-1,110|1132
896,1268,P10114,O14757,RAP2A,CHEK1,ppi,-1,896|1268
1807,805,P17181,P11362,IFNAR1,FGFR1,ppi,-1,805|1807
1534,1191,P61073,P08195,CXCR4,SLC3A2,ppi,-1,1191|1534
1645,852,P20333,P11388,TNFRSF1B,TOP2A,ppi,-1,852|1645
399,769,Q9Y297,C9JYI4,BTRC,KPNA1,ppi,-1,399|769
628,1903,P19367,P50579,HK1,METAP2,ppi,-1,628|1903
1705,743,Q99988,Q14149,GDF15,MORC3,ppi,-1,743|1705
1686,189,Q13873,Q86YT6,BMPR2,MIB1,ppi,-1,189|1686
4,966,O00308,O43318,WWP2,MAP3K7,ppi,-1,4|966
314,395,Q9H0F6,Q9UPN9,SHARPIN,TRIM33,ppi,-1,314|395
597,254,Q12809,Q96AX9,KCNH2,MIB2,ppi,-1,254|597
777,30,P37198,O75150,NUP62,RNF40,ppi,-1,30|777
1898,547,O75365,O14974,PTP4A3,PPP1R12A,ppi,-1,547|1898
1951,615,P62249,Q9UER7,RPS16,DAXX,ppi,-1,615|1951
1635,1919,Q676U5,Q9NYP9,ATG16L1,MIS18A,ppi,-1,1635|1919
2033,1575,P27348,Q6UUV7,YWHAQ,CRTC3,ppi,-1,1575|2033
1313,753,P01880,P11021,IGHD,HSPA5,ppi,-1,753|1313
2004,1510,Q15287,Q96GM5,RNPS1,SMARCD1,ppi,-1,1510|2004
1867,121,P25815,Q149N8,S100P,SHPRH,ppi,-1,121|1867
150,1379,Q6JEL2,O95817,KLHL10,BAG3,ppi,-1,150|1379
1401,371,O76021,Q9UHC7,RSL1D1,MKRN1,ppi,-1,371|1401
502,211,Q9UNE0,Q8NC42,EDAR,RNF149,ppi,-1,211|502
1949,1765,Q03431,Q14012,PTH1R,CAMK1,ppi,-1,1765|1949
948,570,Q9NRW3,Q9GZT9,APOBEC3C,EGLN1,ppi,-1,570|948
1867,1466,P25815,Q9H0K1,S100P,SIK2,ppi,-1,1466|1867
543,645,P31321,Q6NUN9,PRKAR1B,ZNF746,ppi,-1,543|645
275,357,Q96MT1,Q9P0P0,RNF145,RNF181,ppi,-1,275|357
1401,1023,O76021,P62979,RSL1D1,RPS27A,ppi,-1,1023|1401
296,1787,Q9BWF2,P22392,TRAIP,NME2,ppi,-1,296|1787
1867,1773,P25815,Q92830,S100P,KAT2A,ppi,-1,1773|1867
2024,1766,Q13451,Q96RR4,FKBP5,CAMKK2,ppi,-1,1766|2024
942,1161,P54652,Q7Z434,HSPA2,MAVS,ppi,-1,942|1161
567,853,Q99933,P14859,BAG1,POU2F1,ppi,-1,567|853
1755,557,Q9UBR4,P43146,LHX3,DCC,ppi,-1,557|1755
567,725,Q99933,Q9H4A3,BAG1,WNK1,ppi,-1,567|725
1403,1760,P22459,P46939,KCNA4,UTRN,ppi,-1,1403|1760
211,1371,Q8NC42,Q04721,RNF149,NOTCH2,ppi,-1,211|1371
211,516,Q8NC42,Q9UM47,RNF149,NOTCH3,ppi,-1,211|516
1939,610,Q14192,Q9H2X6,FHL2,HIPK2,ppi,-1,610|1939
1651,37,Q13257,O76064,MAD2L1,RNF8,ppi,-1,37|1651
1868,1156,P29034,Q86YC2,S100A2,PALB2,ppi,-1,1156|1868
181,1534,Q86WC4,P61073,OSTM1,CXCR4,ppi,-1,181|1534
1423,931,O15503,Q9NYA4,INSIG1,MTMR4,ppi,-1,931|1423
376,834,Q9UK22,Q96JA1,FBXO2,LRIG1,ppi,-1,376|834
275,518,Q96MT1,P50542,RNF145,PEX5,ppi,-1,275|518
79,328,P46934,Q9HCE7,NEDD4,SMURF1,ppi,-1,79|328
1761,1914,Q9Y3D6,Q92538,FIS1,GBF1,ppi,-1,1761|1914
615,2004,Q9UER7,Q15287,DAXX,RNPS1,ppi,-1,615|2004
1048,1788,Q9Y2R9,Q13363,MRPS7,CTBP1,ppi,-1,1048|1788
1312,376,O60486,Q9UK22,PLXNC1,FBXO2,ppi,-1,376|1312
502,703,Q9UNE0,P08183,EDAR,ABCB1,ppi,-1,502|703
1401,1046,O76021,Q9GZR7,RSL1D1,DDX24,ppi,-1,1046|1401
376,915,Q9UK22,Q4VCS5,FBXO2,AMOT,ppi,-1,376|915
181,93,Q86WC4,P98170,OSTM1,XIAP,ppi,-1,93|181
1036,942,Q7LG56,P54652,RRM2B,HSPA2,ppi,-1,942|1036
87,274,P62877,Q96ME1,RBX1,FBXL18,ppi,-1,87|274
1403,645,P22459,Q6NUN9,KCNA4,ZNF746,ppi,-1,645|1403
1500,1534,O14763,P61073,TNFRSF10B,CXCR4,ppi,-1,1500|1534
933,239,Q9UBF6,Q8WXH5,RNF7,SOCS4,ppi,-1,239|933
376,805,Q9UK22,P11362,FBXO2,FGFR1,ppi,-1,376|805
376,813,Q9UK22,P22607,FBXO2,FGFR3,ppi,-1,376|813
376,811,Q9UK22,P21802,FBXO2,FGFR2,ppi,-1,376|811
1939,1709,Q14192,Q9H160,FHL2,ING2,ppi,-1,1709|1939
316,915,Q9H0M0,Q4VCS5,WWP1,AMOT,ppi,-1,316|915
213,1696,Q8ND25,Q8IZ07,ZNRF1,ANKRD13A,ppi,-1,213|1696
1153,1128,P67870,Q13415,CSNK2B,ORC1,ppi,-1,1128|1153
972,483,P55008,Q9P275,AIF1,USP36,ppi,-1,483|972
368,807,Q9UF56,P12931,FBXL17,SRC,ppi,-1,368|807
1022,126,P61254,Q2Q1W2,RPL26,TRIM71,ppi,-1,126|1022
832,1638,Q8TBZ2,Q8IW35,MYCBPAP,CEP97,ppi,-1,832|1638
1080,694,Q13601,P54132,KRR1,BLM,ppi,-1,694|1080
970,1150,P0DMV8,Q9Y6D9,HSPA1A,MAD1L1,ppi,-1,970|1150
801,142,P08648,Q5XPI4,ITGA5,RNF123,ppi,-1,142|801
343,142,Q9NVR0,Q5XPI4,KLHL11,RNF123,ppi,-1,142|343
1256,1105,O00763,Q13131,ACACB,PRKAA1,ppi,-1,1105|1256
777,1630,P37198,Q9Y2J4,NUP62,AMOTL2,ppi,-1,777|1630
1939,1132,Q14192,Q6PGQ7,FHL2,BORA,ppi,-1,1132|1939
1676,688,P61328,O60934,FGF12,NBN,ppi,-1,688|1676
970,1730,P0DMV8,Q9Y6I3,HSPA1A,EPN1,ppi,-1,970|1730
1130,931,Q15831,Q9NYA4,STK11,MTMR4,ppi,-1,931|1130
1807,539,P17181,P23458,IFNAR1,JAK1,ppi,-1,539|1807
1804,514,O15534,Q9H074,PER1,PAIP1,ppi,-1,514|1804
983,777,Q8N668,P37198,COMMD1,NUP62,ppi,-1,777|983
884,1928,O15431,Q7L590,SLC31A1,MCM10,ppi,-1,884|1928
684,421,Q9BZQ4,O94966,NMNAT2,USP19,ppi,-1,421|684
970,1612,P0DMV8,Q9NYJ8,HSPA1A,TAB2,ppi,-1,970|1612
1080,1784,Q13601,P46783,KRR1,RPS10,ppi,-1,1080|1784
597,1692,Q12809,Q6ZTN6,KCNH2,ANKRD13D,ppi,-1,597|1692
1043,252,Q96AQ6,Q969V5,PBXIP1,MUL1,ppi,-1,252|1043
202,94,Q8N2W9,Q00987,PIAS4,MDM2,ppi,-1,94|202
2022,1332,Q13042,Q9UPN4,CDC16,CEP131,ppi,-1,1332|2022
376,2009,Q9UK22,P18084,FBXO2,ITGB5,ppi,-1,376|2009
942,473,P54652,Q96G74,HSPA2,OTUD5,ppi,-1,473|942
1603,1424,Q12770,Q9NRC1,SCAP,ST7,ppi,-1,1424|1603
957,211,P15260,Q8NC42,IFNGR1,RNF149,ppi,-1,211|957
1651,1162,Q13257,Q96RK0,MAD2L1,CIC,ppi,-1,1162|1651
731,733,P23025,Q96JN8,XPA,NEURL4,ppi,-1,731|733
1645,1847,P20333,Q8WWK9,TNFRSF1B,CKAP2,ppi,-1,1645|1847
1521,102,Q12981,Q13049,BNIP1,TRIM32,ppi,-1,102|1521
1371,147,Q04721,Q66K89,NOTCH2,E4F1,ppi,-1,147|1371
973,101,P55210,Q12933,CASP7,TRAF2,ppi,-1,101|973
935,627,Q9UJM3,P19174,ERRFI1,PLCG1,ppi,-1,627|935
788,1054,O95644,P51451,NFATC1,BLK,ppi,-1,788|1054
253,13,Q96A61,O15164,TRIM52,TRIM24,ppi,-1,13|253
1579,636,Q96D31,P68363,ORAI1,TUBA1B,ppi,-1,636|1579
1715,364,Q9NWM3,Q9P2P5,CUEDC1,HECW2,ppi,-1,364|1715
970,1923,P0DMV8,P57737,HSPA1A,CORO7,ppi,-1,970|1923
289,1354,Q99942,Q8NBJ4,RNF5,GOLM1,ppi,-1,289|1354
599,948,Q12906,Q9NRW3,ILF3,APOBEC3C,ppi,-1,599|948
1649,1704,Q01826,Q96KG9,SATB1,SCYL1,ppi,-1,1649|1704
1867,1575,P25815,Q6UUV7,S100P,CRTC3,ppi,-1,1575|1867
1868,73,P29034,P35869,S100A2,AHR,ppi,-1,73|1868
1424,1742,Q9NRC1,P18887,ST7,XRCC1,ppi,-1,1424|1742
1400,1541,O60828,Q16630,PQBP1,CPSF6,ppi,-1,1400|1541
1223,692,P30279,P12004,CCND2,PCNA,ppi,-1,692|1223
1813,1136,Q9P2F8,Q96FS4,SIPA1L2,SIPA1,ppi,-1,1136|1813
235,361,Q8WV44,Q9P2J3,TRIM41,KLHL9,ppi,-1,235|361
161,710,Q6VVB1,P35558,NHLRC1,PCK1,ppi,-1,161|710
1185,798,P01903,P08069,HLA-DRA,IGF1R,ppi,-1,798|1185
1724,931,Q9UM07,Q9NYA4,PADI4,MTMR4,ppi,-1,931|1724
994,360,O43602,Q9P2G9,DCX,KLHL8,ppi,-1,360|994
1560,289,Q9Y5M8,Q99942,SRPRB,RNF5,ppi,-1,289|1560
1066,1294,P20248,P01009,CCNA2,SERPINA1,ppi,-1,1066|1294
1784,372,P46783,Q9UII4,RPS10,HERC5,ppi,-1,372|1784
514,871,Q9H074,P48200,PAIP1,IREB2,ppi,-1,514|871
402,584,Q9Y2M5,O60885,KLHL20,BRD4,ppi,-1,402|584
605,344,Q27J81,Q9NVW2,INF2,RLIM,ppi,-1,344|605
968,1914,O95831,Q92538,AIFM1,GBF1,ppi,-1,968|1914
605,889,Q27J81,O75843,INF2,AP1G2,ppi,-1,605|889
396,1429,Q9UPQ4,Q9NQB0,TRIM35,TCF7L2,ppi,-1,396|1429
408,774,Q9Y4L5,P01857,RNF115,IGHG1,ppi,-1,408|774
1441,1429,Q9BVC4,Q9NQB0,MLST8,TCF7L2,ppi,-1,1429|1441
1767,1256,Q9NQW6,O00763,ANLN,ACACB,ppi,-1,1256|1767
1622,1134,Q13541,Q86X55,EIF4EBP1,CARM1,ppi,-1,1134|1622
52,1491,O95835,Q14324,LATS1,MYBPC2,ppi,-1,52|1491
1305,710,Q96AJ1,P35558,CLUAP1,PCK1,ppi,-1,710|1305
1331,432,Q9HCM4,Q01804,EPB41L5,OTUD4,ppi,-1,432|1331
1708,783,Q9BZV1,Q13546,UBXN6,RIPK1,ppi,-1,783|1708
626,2016,P10415,Q03518,BCL2,TAP1,ppi,-1,626|2016
1190,1197,P04233,P79483,CD74,HLA-DRB3,ppi,-1,1190|1197
1331,534,Q9HCM4,P67775,EPB41L5,PPP2CA,ppi,-1,534|1331
1378,283,O94953,Q96T88,KDM4B,UHRF1,ppi,-1,283|1378
1312,753,O60486,P11021,PLXNC1,HSPA5,ppi,-1,753|1312
514,1739,Q9H074,O15234,PAIP1,CASC3,ppi,-1,514|1739
53,1379,P00748,O95817,F12,BAG3,ppi,-1,53|1379
1223,1899,P30279,P06493,CCND2,CDK1,ppi,-1,1223|1899
605,2035,Q27J81,Q01167,INF2,FOXK2,ppi,-1,605|2035
286,47,Q99619,O95376,SPSB2,ARIH2,ppi,-1,47|286
1331,1350,Q9HCM4,P35813,EPB41L5,PPM1A,ppi,-1,1331|1350
281,309,Q96S21,Q9C0C7,RAB40C,AMBRA1,ppi,-1,281|309
286,1756,Q99619,Q9NVI1,SPSB2,FANCI,ppi,-1,286|1756
1708,2088,Q9BZV1,P36507,UBXN6,MAP2K2,ppi,-1,1708|2088
1186,1568,P01911,P37088,HLA-DRB1,SCNN1A,ppi,-1,1186|1568
1635,157,Q676U5,Q6Q0C0,ATG16L1,TRAF7,ppi,-1,157|1635
206,360,Q8N5Z5,Q9P2G9,KCTD17,KLHL8,ppi,-1,206|360
53,205,P00748,Q8N531,F12,FBXL6,ppi,-1,53|205
1656,1087,A6NI79,P68133,CCDC69,ACTA1,ppi,-1,1087|1656
2004,337,Q15287,Q9NS56,RNPS1,TOPORS,ppi,-1,337|2004
1778,132,Q13702,Q5T4S7,RAPSN,UBR4,ppi,-1,132|1778
1000,474,P00374,Q96JH7,DHFR,VCPIP1,ppi,-1,474|1000
1906,1504,Q01664,P17252,TFAP4,PRKCA,ppi,-1,1504|1906
1331,1101,Q9HCM4,P27361,EPB41L5,MAPK3,ppi,-1,1101|1331
1331,1102,Q9HCM4,P28482,EPB41L5,MAPK1,ppi,-1,1102|1331
2024,1647,Q13451,P49841,FKBP5,GSK3B,ppi,-1,1647|2024
1331,1154,Q9HCM4,P25205,EPB41L5,MCM3,ppi,-1,1154|1331
826,2008,P51692,O60493,STAT5B,SNX3,ppi,-1,826|2008
629,1006,P21796,P15259,VDAC1,PGAM2,ppi,-1,629|1006
1299,1315,P22304,P01920,IDS,HLA-DQB1,ppi,-1,1299|1315
1708,2008,Q9BZV1,O60493,UBXN6,SNX3,ppi,-1,1708|2008
402,1607,Q9Y2M5,P08670,KLHL20,VIM,ppi,-1,402|1607
1331,850,Q9HCM4,P06748,EPB41L5,NPM1,ppi,-1,850|1331
2088,158,P36507,Q6R327,MAP2K2,RICTOR,ppi,-1,158|2088
1223,518,P30279,P50542,CCND2,PEX5,ppi,-1,518|1223
493,679,Q9Y5E6,P00533,PCDHB3,EGFR,ppi,-1,493|679
1606,1000,O00422,P00374,SAP18,DHFR,ppi,-1,1000|1606
251,132,Q969U6,Q5T4S7,FBXW5,UBR4,ppi,-1,132|251
1315,1304,P01920,Q92542,HLA-DQB1,NCSTN,ppi,-1,1304|1315
1708,680,Q9BZV1,P42224,UBXN6,STAT1,ppi,-1,680|1708
828,907,P55085,Q01628,F2RL1,IFITM3,ppi,-1,828|907
1708,663,Q9BZV1,Q9Y6K9,UBXN6,IKBKG,ppi,-1,663|1708
1940,543,Q99538,P31321,LGMN,PRKAR1B,ppi,-1,543|1940
1355,1648,Q96CV9,P61224,OPTN,RAP1B,ppi,-1,1355|1648
286,834,Q99619,Q96JA1,SPSB2,LRIG1,ppi,-1,286|834
1000,156,P00374,Q6PJ69,DHFR,TRIM65,ppi,-1,156|1000
1185,1197,P01903,P79483,HLA-DRA,HLA-DRB3,ppi,-1,1185|1197
251,1863,Q969U6,P11142,FBXW5,HSPA8,ppi,-1,251|1863
2088,1478,P36507,Q13535,MAP2K2,ATR,ppi,-1,1478|2088
405,518,Q9Y3I1,P50542,FBXO7,PEX5,ppi,-1,405|518
396,260,Q9UPQ4,Q96EP0,TRIM35,RNF31,ppi,-1,260|396
286,1560,Q99619,Q9Y5M8,SPSB2,SRPRB,ppi,-1,286|1560
1097,124,P20963,Q15751,CD247,HERC1,ppi,-1,124|1097
318,1631,Q9H2C0,P14136,GAN,GFAP,ppi,-1,318|1631
297,774,Q9BXM7,P01857,PINK1,IGHG1,ppi,-1,297|774
1984,1500,Q92633,O14763,LPAR1,TNFRSF10B,ppi,-1,1500|1984
1021,155,P49757,Q6PJ21,NUMB,SPSB3,ppi,-1,155|1021
605,1863,Q27J81,P11142,INF2,HSPA8,ppi,-1,605|1863
1197,1315,P79483,P01920,HLA-DRB3,HLA-DQB1,ppi,-1,1197|1315
514,371,Q9H074,Q9UHC7,PAIP1,MKRN1,ppi,-1,371|514
408,1016,Q9Y4L5,P40763,RNF115,STAT3,ppi,-1,408|1016
1708,636,Q9BZV1,P68363,UBXN6,TUBA1B,ppi,-1,636|1708
1679,1787,Q00688,P22392,FKBP3,NME2,ppi,-1,1679|1787
1846,418,Q5FBB7,O75317,SGOL1,USP12,ppi,-1,418|1846
297,1685,Q9BXM7,Q13492,PINK1,PICALM,ppi,-1,297|1685
1715,2010,Q9NWM3,P20226,CUEDC1,TBP,ppi,-1,1715|2010
658,539,Q9BT88,P23458,SYT11,JAK1,ppi,-1,539|658
1708,358,Q9BZV1,Q9P253,UBXN6,VPS18,ppi,-1,358|1708
1924,1478,P16150,Q13535,SPN,ATR,ppi,-1,1478|1924
2026,291,Q8WYQ5,Q9BRZ2,DGCR8,TRIM56,ppi,-1,291|2026
1688,753,Q15726,P11021,KISS1,HSPA5,ppi,-1,753|1688
1708,2035,Q9BZV1,Q01167,UBXN6,FOXK2,ppi,-1,1708|2035
955,741,P01889,P78527,HLA-B,PRKDC,ppi,-1,741|955
73,547,P35869,O14974,AHR,PPP1R12A,ppi,-1,73|547
1007,1046,P15880,Q9GZR7,RPS2,DDX24,ppi,-1,1007|1046
53,942,P00748,P54652,F12,HSPA2,ppi,-1,53|942
977,1863,Q04725,P11142,TLE2,HSPA8,ppi,-1,977|1863
1315,963,P01920,P04439,HLA-DQB1,HLA-A,ppi,-1,963|1315
286,309,Q99619,Q9C0C7,SPSB2,AMBRA1,ppi,-1,286|309
1186,830,P01911,Q04912,HLA-DRB1,MST1R,ppi,-1,830|1186
1331,1719,Q9HCM4,Q9P2X3,EPB41L5,IMPACT,ppi,-1,1331|1719
493,1759,Q9Y5E6,O00220,PCDHB3,TNFRSF10A,ppi,-1,493|1759
1185,178,P01903,Q86TM6,HLA-DRA,SYVN1,ppi,-1,178|1185
1368,304,Q14558,Q9C029,PRPSAP1,TRIM7,ppi,-1,304|1368
493,1670,Q9Y5E6,P36894,PCDHB3,BMPR1A,ppi,-1,493|1670
1877,1696,P80370,Q8IZ07,DLK1,ANKRD13A,ppi,-1,1696|1877
