src,dst,src_ac,dst_ac,geneA,geneB,edge_type,edge_label,edge_id
651,775,Q96QK1,P34897,VPS35,SHMT2,ppi,-1,651|775
1588,114,O75369,Q13501,FLNB,SQSTM1,ppi,-1,114|1588
1451,1556,Q00613,P49458,HSF1,SRP9,ppi,-1,1451|1556
760,680,Q96IZ0,P42224,PAWR,STAT1,ppi,-1,680|760
632,680,P46937,P42224,YAP1,STAT1,ppi,-1,632|680
2013,1016,P43246,P40763,MSH2,STAT3,ppi,-1,1016|2013
425,1932,P40818,P42226,USP8,STAT6,ppi,-1,425|1932
1379,393,O95817,Q9UNE7,BAG3,STUB1,ppi,-1,393|1379
1145,1636,P55060,Q99426,CSE1L,TBCB,ppi,-1,1145|1636
1805,978,O60343,Q04726,TBC1D4,TLE3,ppi,-1,978|1805
662,1727,Q9UNN5,Q9Y490,FAF1,TLN1,ppi,-1,662|1727
1397,1677,Q96EB6,P67936,SIRT1,TPM4,ppi,-1,1397|1677
1457,109,Q16204,Q13263,CCDC6,TRIM28,ppi,-1,109|1457
547,271,O14974,Q96LD4,PPP1R12A,TRIM47,ppi,-1,271|547
1262,625,P67809,P07437,YBX1,TUBB,ppi,-1,625|1262
868,1976,P10909,P49411,CLU,TUFM,ppi,-1,868|1976
628,1976,P19367,P49411,HK1,TUFM,ppi,-1,628|1976
882,1976,O14980,P49411,XPO1,TUFM,ppi,-1,882|1976
160,95,Q6UWE0,Q05086,LRSAM1,UBE3A,ppi,-1,95|160
1897,123,O00418,Q15386,EEF2K,UBE3C,ppi,-1,123|1897
1849,45,Q9BXS6,O95155,NUSAP1,UBE4B,ppi,-1,45|1849
1865,1721,P17612,Q9UHD9,PRKACA,UBQLN2,ppi,-1,1721|1865
1852,1721,P15927,Q9UHD9,RPA2,UBQLN2,ppi,-1,1721|1852
1213,421,Q15773,O94966,MLF2,USP19,ppi,-1,421|1213
917,460,Q6PJG6,Q86UV5,BRAT1,USP48,ppi,-1,460|917
230,673,Q8TEB1,P55072,DCAF11,VCP,ppi,-1,230|673
427,34,P46736,O75717,BRCC3,WDHD1,ppi,-1,34|427
507,34,P24928,O75717,POLR2A,WDHD1,ppi,-1,34|507
1711,34,Q9H5N1,O75717,RABEP2,WDHD1,ppi,-1,34|1711
873,725,Q14103,Q9H4A3,HNRNPD,WNK1,ppi,-1,725|873
1848,882,Q96C86,O14980,DCPS,XPO1,ppi,-1,882|1848
1307,882,P08754,O14980,GNAI3,XPO1,ppi,-1,882|1307
1164,882,Q13564,O14980,NAE1,XPO1,ppi,-1,882|1164
1981,882,P62136,O14980,PPP1CA,XPO1,ppi,-1,882|1981
27,632,O60784,P46937,TOM1,YAP1,ppi,-1,27|632
1384,1262,O43237,P67809,DYNC1LI2,YBX1,ppi,-1,1262|1384
1679,1262,Q00688,P67809,FKBP3,YBX1,ppi,-1,1262|1679
678,1262,Q9UQ80,P67809,PA2G4,YBX1,ppi,-1,678|1262
1307,2033,P08754,P27348,GNAI3,YWHAQ,ppi,-1,1307|2033
1684,2033,Q13404,P27348,UBE2V1,YWHAQ,ppi,-1,1684|2033
572,1910,Q9NRM7,Q16635,LATS2,TAZ,ppi,-1,572|1910
1260,668,Q9UNH5,Q99741,CDC14A,CDC6,ppi,-1,668|1260
393,966,Q9UNE7,O43318,STUB1,MAP3K7,ppi,-1,393|966
393,1803,Q9UNE7,O15111,STUB1,CHUK,ppi,-1,393|1803
393,367,Q9UNE7,Q9UDY8,STUB1,MALT1,ppi,-1,367|393
1124,110,P61587,Q13309,RND3,SKP2,ppi,-1,110|1124
295,510,Q9BVG3,P84022,TRIM62,SMAD3,ppi,-1,295|510
519,382,P10912,Q9UKB1,GHR,FBXW11,ppi,-1,382|519
663,442,Q9Y6K9,Q5D1E8,IKBKG,ZC3H12A,ppi,-1,442|663
1095,1817,P63279,Q08050,UBE2I,FOXM1,ppi,-1,1095|1817
1817,732,Q08050,P63165,FOXM1,SUMO1,ppi,-1,732|1817
282,1590,Q96SW2,Q13422,CRBN,IKZF1,ppi,-1,282|1590
282,1592,Q96SW2,Q9UKT9,CRBN,IKZF3,ppi,-1,282|1592
1023,528,P62979,P04637,RPS27A,TP53,ppi,-1,528|1023
2031,463,P11234,Q8TEY7,RALB,USP33,ppi,-1,463|2031
681,463,Q14457,Q8TEY7,BECN1,USP33,ppi,-1,463|681
1612,6,Q9NYJ8,O00635,TAB2,TRIM38,ppi,-1,6|1612
1611,6,Q8N5C8,O00635,TAB3,TRIM38,ppi,-1,6|1611
23,639,O60260,Q13148,PARK2,TARDBP,ppi,-1,23|639
1808,673,P30304,P55072,CDC25A,VCP,ppi,-1,673|1808
399,1387,Q9Y297,Q15910,BTRC,EZH2,ppi,-1,399|1387
399,1386,Q9Y297,Q15022,BTRC,SUZ12,ppi,-1,399|1386
521,1387,O60674,Q15910,JAK2,EZH2,ppi,-1,521|1387
1470,1105,Q9UBK2,Q13131,PPARGC1A,PRKAA1,ppi,-1,1105|1470
1470,1773,Q9UBK2,Q92830,PPARGC1A,KAT2A,ppi,-1,1470|1773
94,539,Q00987,P23458,MDM2,JAK1,ppi,-1,94|539
1349,191,Q9UPY8,Q8IUQ4,MAPRE3,SIAH1,ppi,-1,191|1349
76,176,P38398,Q7Z6Z7,BRCA1,HUWE1,ppi,-1,76|176
492,140,Q9Y4E8,Q5VTR2,USP15,RNF20,ppi,-1,140|492
789,468,P00519,Q93009,ABL1,USP7,ppi,-1,468|789
393,1876,Q9UNE7,P63241,STUB1,EIF5A,ppi,-1,393|1876
1635,909,Q676U5,Q07912,ATG16L1,TNK2,ppi,-1,909|1635
909,114,Q07912,Q13501,TNK2,SQSTM1,ppi,-1,114|909
526,1122,P10721,P52333,KIT,JAK3,ppi,-1,526|1122
526,826,P10721,P51692,KIT,STAT5B,ppi,-1,526|826
77,599,P40337,Q12906,VHL,ILF3,ppi,-1,77|599
1985,1095,Q96S59,P63279,RANBP9,UBE2I,ppi,-1,1095|1985
176,1286,Q7Z6Z7,Q9UIF7,HUWE1,MUTYH,ppi,-1,176|1286
623,674,O95147,P35222,NEK2,CTNNB1,ppi,-1,623|674
75,846,P37231,P15941,PPARG,MUC1,ppi,-1,75|846
388,1161,Q9UKV5,Q7Z434,AMFR,MAVS,ppi,-1,388|1161
296,1559,Q9BWF2,Q9Y253,TRAIP,POLH,ppi,-1,296|1559
522,865,P35568,O14641,IRS1,DVL2,ppi,-1,522|865
525,865,Q9Y4H2,O14641,IRS2,DVL2,ppi,-1,525|865
842,284,P23921,Q99496,RRM1,RNF2,ppi,-1,284|842
842,72,P23921,P35226,RRM1,BMI1,ppi,-1,72|842
110,554,Q13309,P10275,SKP2,AR,ppi,-1,110|554
399,1906,Q9Y297,Q01664,BTRC,TFAP4,ppi,-1,399|1906
1430,820,Q9UJU2,P42229,LEF1,STAT5A,ppi,-1,820|1430
487,51,Q9UK80,O95786,USP21,DDX58,ppi,-1,51|487
487,1511,Q9UK80,Q9BYX4,USP21,IFIH1,ppi,-1,487|1511
1853,57,P27694,P09874,RPA1,PARP1,ppi,-1,57|1853
1852,57,P15927,P09874,RPA2,PARP1,ppi,-1,57|1852
1853,217,P27694,Q8NFZ0,RPA1,FBXO18,ppi,-1,217|1853
1853,1935,P27694,P51530,RPA1,DNA2,ppi,-1,1853|1935
1852,217,P15927,Q8NFZ0,RPA2,FBXO18,ppi,-1,217|1852
1852,1935,P15927,P51530,RPA2,DNA2,ppi,-1,1852|1935
1852,1742,P15927,P18887,RPA2,XRCC1,ppi,-1,1742|1852
1852,119,P15927,Q14527,RPA2,HLTF,ppi,-1,119|1852
1853,1742,P27694,P18887,RPA1,XRCC1,ppi,-1,1742|1853
1853,119,P27694,Q14527,RPA1,HLTF,ppi,-1,119|1853
1853,873,P27694,Q14103,RPA1,HNRNPD,ppi,-1,873|1853
1853,422,P27694,P12956,RPA1,XRCC6,ppi,-1,422|1853
1852,873,P15927,Q14103,RPA2,HNRNPD,ppi,-1,873|1852
1852,2018,P15927,Q96DH6,RPA2,MSI2,ppi,-1,1852|2018
1853,2018,P27694,Q96DH6,RPA1,MSI2,ppi,-1,1853|2018
1853,693,P27694,P13010,RPA1,XRCC5,ppi,-1,693|1853
1853,1031,P27694,Q14191,RPA1,WRN,ppi,-1,1031|1853
1852,693,P15927,P13010,RPA2,XRCC5,ppi,-1,693|1852
1852,1031,P15927,Q14191,RPA2,WRN,ppi,-1,1031|1852
1852,1014,P15927,P35637,RPA2,FUS,ppi,-1,1014|1852
1852,70,P15927,P29372,RPA2,MPG,ppi,-1,70|1852
1852,639,P15927,Q13148,RPA2,TARDBP,ppi,-1,639|1852
1852,2013,P15927,P43246,RPA2,MSH2,ppi,-1,1852|2013
1853,1014,P27694,P35637,RPA1,FUS,ppi,-1,1014|1853
1853,70,P27694,P29372,RPA1,MPG,ppi,-1,70|1853
1853,639,P27694,Q13148,RPA1,TARDBP,ppi,-1,639|1853
1853,1927,P27694,P13051,RPA1,UNG,ppi,-1,1853|1927
1853,2013,P27694,P43246,RPA1,MSH2,ppi,-1,1853|2013
1853,850,P27694,P06748,RPA1,NPM1,ppi,-1,850|1853
1853,1589,P27694,P21333,RPA1,FLNA,ppi,-1,1589|1853
1853,695,P27694,Q15233,RPA1,NONO,ppi,-1,695|1853
1852,850,P15927,P06748,RPA2,NPM1,ppi,-1,850|1852
1852,1589,P15927,P21333,RPA2,FLNA,ppi,-1,1589|1852
1852,695,P15927,Q15233,RPA2,NONO,ppi,-1,695|1852
1852,1557,P15927,Q15717,RPA2,ELAVL1,ppi,-1,1557|1852
1852,228,P15927,Q8TDB6,RPA2,DTX3L,ppi,-1,228|1852
1852,1953,P15927,Q01844,RPA2,EWSR1,ppi,-1,1852|1953
1852,1057,P15927,Q06830,RPA2,PRDX1,ppi,-1,1057|1852
1853,1557,P27694,Q15717,RPA1,ELAVL1,ppi,-1,1557|1853
1853,228,P27694,Q8TDB6,RPA1,DTX3L,ppi,-1,228|1853
1853,1953,P27694,Q01844,RPA1,EWSR1,ppi,-1,1853|1953
1853,1057,P27694,Q06830,RPA1,PRDX1,ppi,-1,1057|1853
1852,1237,P15927,P07355,RPA2,ANXA2,ppi,-1,1237|1852
1853,1237,P27694,P07355,RPA1,ANXA2,ppi,-1,1237|1853
1853,1012,P27694,P27695,RPA1,APEX1,ppi,-1,1012|1853
1853,1531,P27694,P17844,RPA1,DDX5,ppi,-1,1531|1853
1853,625,P27694,P07437,RPA1,TUBB,ppi,-1,625|1853
1853,715,P27694,P52907,RPA1,CAPZA1,ppi,-1,715|1853
1852,1012,P15927,P27695,RPA2,APEX1,ppi,-1,1012|1852
1852,1531,P15927,P17844,RPA2,DDX5,ppi,-1,1531|1852
1852,625,P15927,P07437,RPA2,TUBB,ppi,-1,625|1852
1852,715,P15927,P52907,RPA2,CAPZA1,ppi,-1,715|1852
1852,1009,P15927,P19338,RPA2,NCL,ppi,-1,1009|1852
1852,1151,P15927,P00338,RPA2,LDHA,ppi,-1,1151|1852
1852,1738,P15927,P35250,RPA2,RFC2,ppi,-1,1738|1852
1852,599,P15927,Q12906,RPA2,ILF3,ppi,-1,599|1852
1852,1637,P15927,O00571,RPA2,DDX3X,ppi,-1,1637|1852
1852,1227,P15927,Q14498,RPA2,RBM39,ppi,-1,1227|1852
1852,2057,P15927,O43684,RPA2,BUB3,ppi,-1,1852|2057
1853,1009,P27694,P19338,RPA1,NCL,ppi,-1,1009|1853
1853,1151,P27694,P00338,RPA1,LDHA,ppi,-1,1151|1853
1853,1738,P27694,P35250,RPA1,RFC2,ppi,-1,1738|1853
1853,599,P27694,Q12906,RPA1,ILF3,ppi,-1,599|1853
1853,1637,P27694,O00571,RPA1,DDX3X,ppi,-1,1637|1853
1853,1227,P27694,Q14498,RPA1,RBM39,ppi,-1,1227|1853
1853,2057,P27694,O43684,RPA1,BUB3,ppi,-1,1853|2057
1853,1093,P27694,P11940,RPA1,PABPC1,ppi,-1,1093|1853
1853,1188,P27694,P02786,RPA1,TFRC,ppi,-1,1188|1853
1853,730,P27694,Q96T37,RPA1,RBM15,ppi,-1,730|1853
1852,1093,P15927,P11940,RPA2,PABPC1,ppi,-1,1093|1852
1852,1188,P15927,P02786,RPA2,TFRC,ppi,-1,1188|1852
1852,730,P15927,Q96T37,RPA2,RBM15,ppi,-1,730|1852
1852,109,P15927,Q13263,RPA2,TRIM28,ppi,-1,109|1852
1852,1863,P15927,P11142,RPA2,HSPA8,ppi,-1,1852|1863
1853,109,P27694,Q13263,RPA1,TRIM28,ppi,-1,109|1853
1853,1863,P27694,P11142,RPA1,HSPA8,ppi,-1,1853|1863
1853,1169,P27694,Q09666,RPA1,AHNAK,ppi,-1,1169|1853
1853,753,P27694,P11021,RPA1,HSPA5,ppi,-1,753|1853
1853,2021,P27694,O60341,RPA1,KDM1A,ppi,-1,1853|2021
1852,1169,P15927,Q09666,RPA2,AHNAK,ppi,-1,1169|1852
1852,753,P15927,P11021,RPA2,HSPA5,ppi,-1,753|1852
1852,2021,P15927,O60341,RPA2,KDM1A,ppi,-1,1852|2021
1852,852,P15927,P11388,RPA2,TOP2A,ppi,-1,852|1852
1852,601,P15927,Q14444,RPA2,CAPRIN1,ppi,-1,601|1852
1852,688,P15927,O60934,RPA2,NBN,ppi,-1,688|1852
1852,1850,P15927,Q9ULW0,RPA2,TPX2,ppi,-1,1850|1852
1852,1666,P15927,P19784,RPA2,CSNK2A2,ppi,-1,1666|1852
1852,679,P15927,P00533,RPA2,EGFR,ppi,-1,679|1852
1852,120,P15927,Q14669,RPA2,TRIP12,ppi,-1,120|1852
1852,1375,P15927,Q03135,RPA2,CAV1,ppi,-1,1375|1852
1852,754,P15927,Q14247,RPA2,CTTN,ppi,-1,754|1852
1852,125,P15927,Q16531,RPA2,DDB1,ppi,-1,125|1852
1852,2034,P15927,P51610,RPA2,HCFC1,ppi,-1,1852|2034
1852,534,P15927,P67775,RPA2,PPP2CA,ppi,-1,534|1852
1852,922,P15927,Q96FV9,RPA2,THOC1,ppi,-1,922|1852
1852,1552,P15927,P52597,RPA2,HNRNPF,ppi,-1,1552|1852
1852,1790,P15927,P05556,RPA2,ITGB1,ppi,-1,1790|1852
1852,1979,P15927,Q14980,RPA2,NUMA1,ppi,-1,1852|1979
1852,547,P15927,O14974,RPA2,PPP1R12A,ppi,-1,547|1852
1852,392,P15927,Q9UMS4,RPA2,PRPF19,ppi,-1,392|1852
1852,1346,P15927,Q15554,RPA2,TERF2,ppi,-1,1346|1852
1852,468,P15927,Q93009,RPA2,USP7,ppi,-1,468|1852
1852,34,P15927,O75717,RPA2,WDHD1,ppi,-1,34|1852
1853,852,P27694,P11388,RPA1,TOP2A,ppi,-1,852|1853
1853,601,P27694,Q14444,RPA1,CAPRIN1,ppi,-1,601|1853
1853,688,P27694,O60934,RPA1,NBN,ppi,-1,688|1853
1853,1850,P27694,Q9ULW0,RPA1,TPX2,ppi,-1,1850|1853
1853,1666,P27694,P19784,RPA1,CSNK2A2,ppi,-1,1666|1853
1853,679,P27694,P00533,RPA1,EGFR,ppi,-1,679|1853
1853,120,P27694,Q14669,RPA1,TRIP12,ppi,-1,120|1853
1853,1375,P27694,Q03135,RPA1,CAV1,ppi,-1,1375|1853
1853,754,P27694,Q14247,RPA1,CTTN,ppi,-1,754|1853
1853,125,P27694,Q16531,RPA1,DDB1,ppi,-1,125|1853
1853,2034,P27694,P51610,RPA1,HCFC1,ppi,-1,1853|2034
1853,534,P27694,P67775,RPA1,PPP2CA,ppi,-1,534|1853
1853,922,P27694,Q96FV9,RPA1,THOC1,ppi,-1,922|1853
1853,1552,P27694,P52597,RPA1,HNRNPF,ppi,-1,1552|1853
1853,1790,P27694,P05556,RPA1,ITGB1,ppi,-1,1790|1853
1853,1979,P27694,Q14980,RPA1,NUMA1,ppi,-1,1853|1979
1853,392,P27694,Q9UMS4,RPA1,PRPF19,ppi,-1,392|1853
1853,1346,P27694,Q15554,RPA1,TERF2,ppi,-1,1346|1853
1853,468,P27694,Q93009,RPA1,USP7,ppi,-1,468|1853
1853,34,P27694,O75717,RPA1,WDHD1,ppi,-1,34|1853
1150,99,Q9Y6D9,Q12834,MAD1L1,CDC20,ppi,-1,99|1150
338,426,Q9NS91,P45974,RAD18,USP5,ppi,-1,338|426
393,438,Q9UNE7,Q15040,STUB1,JOSD1,ppi,-1,393|438
1933,671,P42336,P31749,PIK3CA,AKT1,ppi,-1,671|1933
316,904,Q9H0M0,P46531,WWP1,NOTCH1,ppi,-1,316|904
1095,808,P63279,P13569,UBE2I,CFTR,ppi,-1,808|1095
71,539,P29590,P23458,PML,JAK1,ppi,-1,71|539
1173,126,Q6ZN17,Q2Q1W2,LIN28B,TRIM71,ppi,-1,126|1173
707,44,O75469,O95071,NR1I2,UBR5,ppi,-1,44|707
707,125,O75469,Q16531,NR1I2,DDB1,ppi,-1,125|707
707,245,O75469,Q92630,NR1I2,DYRK2,ppi,-1,245|707
785,45,O14964,O95155,HGS,UBE4B,ppi,-1,45|785
1970,45,Q92783,O95155,STAM,UBE4B,ppi,-1,45|1970
528,1440,P04637,Q01831,TP53,XPC,ppi,-1,528|1440
1440,94,Q01831,Q00987,XPC,MDM2,ppi,-1,94|1440
592,448,P11308,Q6P468,ERG,USP9X,ppi,-1,448|592
67,1540,P21580,Q16625,TNFAIP3,OCLN,ppi,-1,67|1540
592,1557,P11308,Q15717,ERG,ELAVL1,ppi,-1,592|1557
592,873,P11308,Q14103,ERG,HNRNPD,ppi,-1,592|873
592,1552,P11308,P52597,ERG,HNRNPF,ppi,-1,592|1552
592,599,P11308,Q12906,ERG,ILF3,ppi,-1,592|599
592,1009,P11308,P19338,ERG,NCL,ppi,-1,592|1009
592,695,P11308,Q15233,ERG,NONO,ppi,-1,592|695
592,850,P11308,P06748,ERG,NPM1,ppi,-1,592|850
592,1979,P11308,Q14980,ERG,NUMA1,ppi,-1,592|1979
592,507,P11308,P24928,ERG,POLR2A,ppi,-1,507|592
279,1607,Q96Q27,P08670,ASB2,VIM,ppi,-1,279|1607
279,873,Q96Q27,Q14103,ASB2,HNRNPD,ppi,-1,279|873
279,1350,Q96Q27,P35813,ASB2,PPM1A,ppi,-1,279|1350
279,2047,Q96Q27,P23588,ASB2,EIF4B,ppi,-1,279|2047
410,2037,Q9Y574,Q13619,ASB4,CUL4A,ppi,-1,410|2037
410,1188,Q9Y574,P02786,ASB4,TFRC,ppi,-1,410|1188
410,393,Q9Y574,Q9UNE7,ASB4,STUB1,ppi,-1,393|410
410,933,Q9Y574,Q9UBF6,ASB4,RNF7,ppi,-1,410|933
411,984,Q9Y575,Q96HS1,ASB3,PGAM5,ppi,-1,411|984
411,1246,Q9Y575,P35573,ASB3,AGL,ppi,-1,411|1246
411,695,Q9Y575,Q15233,ASB3,NONO,ppi,-1,411|695
325,877,Q9H765,Q9NWT6,ASB8,HIF1AN,ppi,-1,325|877
325,692,Q9H765,P12004,ASB8,PCNA,ppi,-1,325|692
325,309,Q9H765,Q9C0C7,ASB8,AMBRA1,ppi,-1,309|325
325,914,Q9H765,Q2KJY2,ASB8,KIF26B,ppi,-1,325|914
259,1607,Q96DX5,P08670,ASB9,VIM,ppi,-1,259|1607
259,1727,Q96DX5,Q9Y490,ASB9,TLN1,ppi,-1,259|1727
259,1078,Q96DX5,P00966,ASB9,ASS1,ppi,-1,259|1078
259,1151,Q96DX5,P00338,ASB9,LDHA,ppi,-1,259|1151
259,1237,Q96DX5,P07355,ASB9,ANXA2,ppi,-1,259|1237
259,1857,Q96DX5,P00558,ASB9,PGK1,ppi,-1,259|1857
259,1368,Q96DX5,Q14558,ASB9,PRPSAP1,ppi,-1,259|1368
551,698,O75925,Q969R5,PIAS1,L3MBTL2,ppi,-1,551|698
876,1602,Q9GZQ8,P68036,MAP1LC3B,UBE2L3,ppi,-1,876|1602
238,1191,Q8WXH4,P08195,ASB11,SLC3A2,ppi,-1,238|1191
410,125,Q9Y574,Q16531,ASB4,DDB1,ppi,-1,125|410
238,1431,Q8WXH4,P04843,ASB11,RPN1,ppi,-1,238|1431
1152,113,P61586,Q13490,RHOA,BIRC2,ppi,-1,113|1152
1235,113,P60953,Q13490,CDC42,BIRC2,ppi,-1,113|1235
1235,101,P60953,Q12933,CDC42,TRAF2,ppi,-1,101|1235
69,792,P22681,P04626,CBL,ERBB2,ppi,-1,69|792
673,963,P55072,P04439,VCP,HLA-A,ppi,-1,673|963
425,509,P40818,P60484,USP8,PTEN,ppi,-1,425|509
436,509,Q14694,P60484,USP10,PTEN,ppi,-1,436|509
466,509,Q92995,P60484,USP13,PTEN,ppi,-1,466|509
509,441,P60484,Q53GS9,PTEN,USP39,ppi,-1,441|509
509,435,P60484,Q13107,PTEN,USP4,ppi,-1,435|509
51,496,O95786,Q9Y6I4,DDX58,USP3,ppi,-1,51|496
1511,496,Q9BYX4,Q9Y6I4,IFIH1,USP3,ppi,-1,496|1511
118,492,Q14258,Q9Y4E8,TRIM25,USP15,ppi,-1,118|492
118,2040,Q14258,P53396,TRIM25,ACLY,ppi,-1,118|2040
118,1023,Q14258,P62979,TRIM25,RPS27A,ppi,-1,118|1023
118,1853,Q14258,P27694,TRIM25,RPA1,ppi,-1,118|1853
118,970,Q14258,P0DMV8,TRIM25,HSPA1A,ppi,-1,118|970
481,863,Q9HBJ7,Q9HAW4,USP29,CLSPN,ppi,-1,481|863
51,137,O95786,Q5U5Q3,DDX58,MEX3C,ppi,-1,51|137
399,79,Q9Y297,P46934,BTRC,NEDD4,ppi,-1,79|399
274,79,Q96ME1,P46934,FBXL18,NEDD4,ppi,-1,79|274
79,87,P46934,P62877,NEDD4,RBX1,ppi,-1,79|87
79,1672,P46934,P48730,NEDD4,CSNK1D,ppi,-1,79|1672
266,865,Q96GF1,O14641,RNF185,DVL2,ppi,-1,266|865
327,1129,Q9HAU4,Q13485,SMURF2,SMAD4,ppi,-1,327|1129
869,293,P36897,Q9BUZ4,TGFBR1,TRAF4,ppi,-1,293|869
1275,293,P37173,Q9BUZ4,TGFBR2,TRAF4,ppi,-1,293|1275
492,293,Q9Y4E8,Q9BUZ4,USP15,TRAF4,ppi,-1,293|492
327,1262,Q9HAU4,P67809,SMURF2,YBX1,ppi,-1,327|1262
327,1048,Q9HAU4,Q9Y2R9,SMURF2,MRPS7,ppi,-1,327|1048
293,966,Q9BUZ4,O43318,TRAF4,MAP3K7,ppi,-1,293|966
1105,12,Q13131,O15151,PRKAA1,MDM4,ppi,-1,12|1105
365,429,Q9UBN7,P54252,HDAC6,ATXN3,ppi,-1,365|429
625,429,P07437,P54252,TUBB,ATXN3,ppi,-1,429|625
630,79,P21860,P46934,ERBB3,NEDD4,ppi,-1,79|630
212,1373,Q8NCQ5,Q9UJA2,FBXO15,CRLS1,ppi,-1,212|1373
1373,297,Q9UJA2,Q9BXM7,CRLS1,PINK1,ppi,-1,297|1373
419,464,O75604,Q92560,USP2,BAP1,ppi,-1,419|464
131,981,Q5T447,Q14790,HECTD3,CASP8,ppi,-1,131|981
327,1161,Q9HAU4,Q7Z434,SMURF2,MAVS,ppi,-1,327|1161
2013,1074,P43246,Q9UBZ9,MSH2,REV1,ppi,-1,1074|2013
1872,678,P34932,Q9UQ80,HSPA4,PA2G4,ppi,-1,678|1872
393,678,Q9UNE7,Q9UQ80,STUB1,PA2G4,ppi,-1,393|678
260,673,Q96EP0,P55072,RNF31,VCP,ppi,-1,260|673
260,101,Q96EP0,Q12933,RNF31,TRAF2,ppi,-1,101|260
260,1229,Q96EP0,Q9ULX6,RNF31,AKAP8L,ppi,-1,260|1229
1003,1026,P10276,Q01094,RARA,E2F1,ppi,-1,1003|1026
1934,125,P49116,Q16531,NR2C2,DDB1,ppi,-1,125|1934
510,1817,P84022,Q08050,SMAD3,FOXM1,ppi,-1,510|1817
50,528,O95714,P04637,HERC2,TP53,ppi,-1,50|528
1362,625,Q8IZP1,P07437,TBC1D3,TUBB,ppi,-1,625|1362
2104,815,P26006,P29317,ITGA3,EPHA2,ppi,-1,815|2104
1790,815,P05556,P29317,ITGB1,EPHA2,ppi,-1,815|1790
2009,815,P18084,P29317,ITGB5,EPHA2,ppi,-1,815|2009
815,631,P29317,P42566,EPHA2,EPS15,ppi,-1,631|815
421,1872,O94966,P34932,USP19,HSPA4,ppi,-1,421|1872
421,178,O94966,Q86TM6,USP19,SYVN1,ppi,-1,178|421
421,257,O94966,Q96CS3,USP19,FAF2,ppi,-1,257|421
116,815,Q14139,P29317,UBE4A,EPHA2,ppi,-1,116|815
95,1049,Q05086,O00327,UBE3A,ARNTL,ppi,-1,95|1049
1363,87,Q92918,P62877,MAP4K1,RBX1,ppi,-1,87|1363
1363,203,Q92918,Q8N3Y1,MAP4K1,FBXW8,ppi,-1,203|1363
1363,247,Q92918,Q969H0,MAP4K1,FBXW7,ppi,-1,247|1363
1016,584,P40763,O60885,STAT3,BRD4,ppi,-1,584|1016
1842,410,Q02363,Q9Y574,ID2,ASB4,ppi,-1,410|1842
410,531,Q9Y574,P51668,ASB4,UBE2D1,ppi,-1,410|531
1006,94,P15259,Q00987,PGAM2,MDM2,ppi,-1,94|1006
2031,1094,P11234,O75385,RALB,ULK1,ppi,-1,1094|2031
2031,1720,P11234,Q9P2Y5,RALB,UVRAG,ppi,-1,1720|2031
178,1266,Q86TM6,Q9UBP5,SYVN1,HEY2,ppi,-1,178|1266
178,701,Q86TM6,Q9Y5J3,SYVN1,HEY1,ppi,-1,178|701
1094,681,O75385,Q14457,ULK1,BECN1,ppi,-1,681|1094
1266,701,Q9UBP5,Q9Y5J3,HEY2,HEY1,ppi,-1,701|1266
753,1631,P11021,P14136,HSPA5,GFAP,ppi,-1,753|1631
753,1014,P11021,P35637,HSPA5,FUS,ppi,-1,753|1014
753,1953,P11021,Q01844,HSPA5,EWSR1,ppi,-1,753|1953
753,873,P11021,Q14103,HSPA5,HNRNPD,ppi,-1,753|873
753,919,P11021,Q92734,HSPA5,TFG,ppi,-1,753|919
935,2033,Q9UJM3,P27348,ERRFI1,YWHAQ,ppi,-1,935|2033
935,1087,Q9UJM3,P68133,ERRFI1,ACTA1,ppi,-1,935|1087
935,792,Q9UJM3,P04626,ERRFI1,ERBB2,ppi,-1,792|935
935,1631,Q9UJM3,P14136,ERRFI1,GFAP,ppi,-1,935|1631
935,970,Q9UJM3,P0DMV8,ERRFI1,HSPA1A,ppi,-1,935|970
935,1863,Q9UJM3,P11142,ERRFI1,HSPA8,ppi,-1,935|1863
935,1023,Q9UJM3,P62979,ERRFI1,RPS27A,ppi,-1,935|1023
935,636,Q9UJM3,P68363,ERRFI1,TUBA1B,ppi,-1,636|935
1748,344,P16949,Q9NVW2,STMN1,RLIM,ppi,-1,344|1748
442,436,Q5D1E8,Q14694,ZC3H12A,USP10,ppi,-1,436|442
436,663,Q14694,Q9Y6K9,USP10,IKBKG,ppi,-1,436|663
1177,176,Q92997,Q7Z6Z7,DVL3,HUWE1,ppi,-1,176|1177
1255,176,O14640,Q7Z6Z7,DVL1,HUWE1,ppi,-1,176|1255
1255,865,O14640,O14641,DVL1,DVL2,ppi,-1,865|1255
865,1177,O14641,Q92997,DVL2,DVL3,ppi,-1,865|1177
113,1143,Q13490,Q86VP3,BIRC2,PACS2,ppi,-1,113|1143
112,1143,Q13489,Q86VP3,BIRC3,PACS2,ppi,-1,112|1143
77,2073,P40337,O14737,VHL,PDCD5,ppi,-1,77|2073
893,399,P01116,Q9Y297,KRAS,BTRC,ppi,-1,399|893
327,399,Q9HAU4,Q9Y297,SMURF2,BTRC,ppi,-1,327|399
928,1528,Q9BXB1,O75581,LGR4,LRP6,ppi,-1,928|1528
928,2083,Q9BXB1,O95602,LGR4,POLR1A,ppi,-1,928|2083
928,596,Q9BXB1,P49327,LGR4,FASN,ppi,-1,596|928
